date,vs5y Production,vs5y Power Burn,vs5y Net Burn,vs5y Net Import,vs5y Storage Level,Production S1,Production S2,Net Import,Power Burn, Net Burn,Adjusted Balance
2010/01/01,9.5,-0.1,0.7,-0.6,-143.2,-0.2,-0.4,0.4,0.2,-0.7,8.1
