date,vs5y Production,vs5y Power Burn,vs5y Net Burn,vs5y Net Import,vs5y Storage Level,Production S1,Production S2,Net Import,Power Burn, Net Burn,Adjusted Balance
2021/1/9,10.3,5.1,3.6,-8.6,235.5,-0.6,-0.6,0.3,0.6,-0.4,-0.4
2021/1/10,10.1,5.4,4.6,-8.2,228.1,-0.7,-0.6,0.8,1.0,0.7,-0.4
2021/1/11,9.5,5.5,4.8,-8.0,215.7,-1.1,-1.2,1.1,1.0,0.8,-0.4
2021/1/12,9.7,4.0,4.0,-6.4,201.4,-0.3,-0.6,2.5,-0.6,0.0,-0.4
2021/1/13,9.8,3.8,5.2,-8.5,199.5,-0.3,-0.1,-0.3,-0.8,1.3,-0.4
2021/1/14,9.7,2.7,5.5,-9.2,205.7,-0.4,0.0,-0.6,-2.1,1.4,-0.4
2021/1/15,9.7,2.2,4.3,-9.9,205.3,-0.7,-0.1,-1.3,-2.3,-0.2,0.2
2021/1/16,10.3,2.4,2.7,-9.5,214.9,-0.1,0.4,-0.8,-1.7,-1.9,0.2
2021/1/17,10.3,3.7,4.1,-9.5,226.3,0.0,0.4,-0.5,0.0,-0.3,0.2
2021/1/18,10.5,3.5,5.4,-10.4,239.2,0.4,0.6,-0.4,0.1,1.0,0.2
2021/1/19,10.5,2.8,4.9,-9.8,248.1,0.1,0.2,0.2,-0.4,0.4,0.2
2021/1/20,11.0,2.3,4.0,-8.9,254.2,0.6,0.0,1.3,-0.7,-0.6,0.2
2021/1/21,10.2,3.0,3.6,-6.3,257.2,-0.3,-0.6,2.6,0.1,-0.8,0.2
2021/1/22,10.1,4.5,4.4,-7.5,261.2,0.2,-0.1,1.3,1.6,0.2,0.6
2021/1/23,10.0,3.0,3.8,-7.2,255.3,0.3,-0.1,1.0,-0.2,-0.4,0.6
2021/1/24,9.6,2.2,3.2,-8.3,247.1,-0.1,-0.3,-0.4,-1.1,-1.1,0.6
2021/1/25,9.9,1.4,3.4,-8.4,244.5,0.4,0.3,-0.9,-1.6,-0.8,0.6
2021/1/26,9.4,3.6,3.5,-8.6,238.5,-0.4,-0.3,-1.3,0.9,-0.4,0.6
2021/1/27,9.6,3.8,4.0,-8.0,229.7,-0.4,-0.4,-0.3,1.0,0.3,0.6
2021/1/28,9.8,1.4,3.2,-8.4,214.8,-0.3,0.0,-0.4,-1.6,-0.5,0.6
2021/1/29,10.1,0.0,2.7,-7.8,197.3,-0.1,0.2,0.1,-2.9,-0.9,1.1
2021/1/30,10.1,0.2,2.2,-7.5,193.8,0.1,0.2,0.3,-2.0,-1.2,1.1
2021/1/31,9.8,0.7,1.4,-7.2,196.7,0.0,0.1,0.4,-1.1,-1.8,1.1
2021/2/1,9.5,3.8,2.4,-7.5,191.2,-1.8,-0.1,0.2,2.2,-0.6,1.1
2021/2/2,9.6,2.6,3.1,-8.5,178.6,-2.2,-0.1,-0.5,0.7,0.4,1.1
2021/2/3,10.3,0.5,3.0,-8.8,168.6,-1.4,0.5,-1.2,-1.3,0.2,1.1
2021/2/4,10.2,-1.5,1.6,-8.9,163.6,-0.3,0.6,-1.3,-2.9,-1.0,1.1
2021/2/5,10.1,0.6,1.7,-9.3,161.9,-0.1,0.6,-1.1,-0.3,-0.6,0.8
2021/2/6,10.2,-0.4,0.6,-8.6,158.7,-0.4,0.8,-0.6,-1.4,-1.6,0.8
2021/2/7,9.9,-1.3,-1.3,-8.1,150.7,-0.2,0.6,0.0,-2.3,-3.3,0.8
2021/2/8,10.2,0.3,-0.7,-8.2,138.5,0.2,0.3,0.5,-0.3,-2.2,0.8
2021/2/9,9.5,3.1,1.3,-8.0,128.5,-0.9,-0.5,0.7,3.0,0.2,0.8
2021/2/10,7.3,3.2,1.1,-7.3,119.0,-1.7,-1.7,1.4,3.0,0.3,0.8
2021/2/11,4.3,2.5,0.9,-7.4,102.3,-2.6,-3.0,1.5,1.9,0.3,0.8
2021/2/12,3.4,1.0,0.2,-6.0,74.9,-2.7,-3.0,2.8,-0.1,-0.3,1.3
2021/2/13,2.1,1.9,1.1,-3.7,46.4,-3.6,-3.5,4.3,0.7,0.8,1.3
2021/2/14,-0.5,-1.1,-1.1,-2.7,18.8,-6.0,-4.1,4.4,-2.7,-1.5,1.3
2021/2/15,-5.8,-3.1,-3.8,0.5,-18.0,-10.6,-7.6,6.7,-4.6,-4.2,1.3
2021/2/16,-9.0,-6.9,-7.7,4.6,-59.4,-11.7,-9.8,9.3,-7.9,-7.7,1.3
2021/2/17,-10.2,-4.2,-5.6,4.4,-92.8,-10.4,-9.0,6.7,-3.8,-4.2,1.3
2021/2/18,-9.0,-1.9,-3.4,3.9,-125.4,-5.8,-6.4,4.9,-0.5,-1.1,1.3
2021/2/19,-7.2,-1.6,-2.1,1.8,-153.2,-3.1,-3.8,1.1,0.5,0.8,2.4
2021/2/20,-1.5,-3.4,-3.0,-0.8,-176.7,3.1,2.4,-3.1,-1.0,0.2,2.4
2021/2/21,2.8,-3.5,-3.0,-2.7,-191.3,7.8,6.5,-5.2,-0.4,0.8,2.4
2021/2/22,4.8,-1.3,-0.7,-3.8,-196.7,9.8,8.0,-6.4,2.2,3.4,2.4
2021/2/23,9.0,-1.1,-0.3,-7.2,-198.9,11.2,10.2,-8.8,2.2,3.4,2.4
2021/2/24,10.0,-1.4,0.3,-7.9,-189.9,9.9,9.1,-7.4,1.0,2.8,2.4
2021/2/25,10.1,-1.4,-1.2,-5.9,-178.7,8.2,7.1,-3.6,0.6,0.5,2.4
2021/2/26,11.2,-0.5,0.1,-7.2,-169.5,6.6,5.5,-3.3,1.5,1.6,3.7
2021/2/27,11.0,0.3,0.8,-8.2,-158.3,4.1,3.4,-3.2,2.2,1.9,3.7
2021/2/28,9.6,0.1,0.8,-8.3,-145.7,2.6,1.2,-2.2,1.4,1.4,3.7
2021/3/1,9.5,1.9,1.2,-7.7,-138.4,0.8,0.6,-0.7,2.7,1.2,3.7
2021/3/2,9.3,1.4,1.2,-7.9,-142.3,-0.3,-0.2,-0.3,1.7,0.9,3.7
2021/3/3,9.4,2.1,1.7,-8.3,-144.5,-0.1,-0.4,-0.5,2.1,1.2,3.7
2021/3/4,10.0,0.0,1.2,-8.1,-136.3,-0.1,-0.1,-0.2,-0.6,0.5,3.7
2021/3/5,9.6,-0.5,-0.3,-9.2,-131.3,-0.1,0.1,-0.9,-1.3,-1.3,4.4
2021/3/6,9.7,1.3,0.1,-8.3,-129.2,0.2,0.2,0.0,0.6,-0.9,4.4
2021/3/7,10.0,-1.1,-1.1,-7.9,-127.0,0.3,0.4,0.3,-2.0,-1.9,4.4
2021/3/8,9.9,-1.9,0.7,-8.3,-125.0,0.3,0.2,-0.4,-2.6,0.2,4.4
2021/3/9,9.3,-2.3,0.6,-8.5,-121.7,-0.6,-0.5,-0.7,-2.5,0.2,4.4
2021/3/10,9.5,-2.4,-0.2,-9.2,-114.3,-0.4,-0.3,-1.1,-2.1,-0.6,4.4
2021/3/11,9.6,-1.5,-1.5,-9.9,-104.1,-0.5,-0.5,-1.6,-0.6,-1.7,4.4
2021/3/12,10.5,-1.3,-1.4,-9.4,-92.3,1.0,0.6,-1.1,-0.1,-1.2,5.0
2021/3/13,9.5,-2.6,-0.1,-9.3,-83.4,-0.1,-0.1,0.7,-1.3,0.3,5.0
2021/3/14,9.3,-2.5,0.6,-9.0,-74.8,-0.7,-0.2,0.9,-0.7,1.1,5.0
2021/3/15,9.6,-2.3,-0.9,-8.9,-67.7,-0.4,0.1,1.1,-0.2,-0.8,5.0
2021/3/16,9.9,-0.1,0.3,-9.5,-70.8,0.5,0.2,-0.4,2.0,0.7,5.0
2021/3/17,9.1,-1.1,0.9,-9.5,-74.4,0.4,0.0,-0.2,0.7,1.3,5.0
2021/3/18,9.7,0.5,1.4,-9.7,-74.5,0.7,0.2,-1.0,2.1,1.7,5.0
2021/3/19,10.3,1.5,-0.6,-9.9,-71.1,0.3,0.3,-1.3,2.9,-0.7,4.8
2021/3/20,9.9,-0.3,0.9,-11.0,-76.5,0.8,0.6,-2.0,0.6,0.7,4.8
2021/3/21,9.8,-1.9,1.2,-10.6,-70.3,0.6,0.5,-1.0,-1.2,0.8,4.8
2021/3/22,9.8,-1.5,0.2,-11.1,-61.0,0.2,0.5,-1.0,-0.9,-0.3,4.8
2021/3/23,9.8,-0.6,-0.2,-10.1,-53.4,-1.4,-0.9,0.0,-0.2,-0.8,4.8
2021/3/24,10.0,-0.5,-0.1,-10.7,-46.9,-0.9,-0.9,-0.2,-0.1,-0.6,4.8
2021/3/25,10.0,1.6,-0.4,-10.5,-41.1,-0.6,-0.5,-0.2,2.0,-0.8,4.8
2021/3/26,9.9,1.5,1.5,-10.6,-34.9,-0.5,-0.2,-0.5,1.7,1.4,4.6
2021/3/27,10.1,0.5,-0.2,-10.7,-30.8,0.1,0.0,-0.5,0.8,-0.7,4.6
2021/3/28,10.6,1.3,1.4,-10.4,-24.8,0.7,0.3,-0.2,1.4,1.1,4.6
2021/3/29,10.5,-1.7,1.2,-10.2,-22.6,0.6,0.5,0.1,-2.1,0.9,4.6
2021/3/30,10.5,-1.6,0.4,-11.0,-22.5,0.7,0.6,-0.5,-1.9,0.0,4.6
2021/3/31,10.8,0.9,1.0,-10.7,-18.4,0.5,0.4,0.2,0.7,0.4,4.6
2021/4/1,10.9,2.2,1.7,-8.8,-20.0,0.3,0.3,1.9,1.8,1.0,4.6
2021/4/2,11.0,-1.2,0.1,-9.0,-25.7,0.8,0.3,1.5,-1.6,-0.9,3.9
2021/4/3,10.7,-1.1,0.1,-9.9,-30.2,0.6,0.0,0.5,-1.2,-0.7,3.9
2021/4/4,10.7,-0.6,-0.2,-10.2,-24.8,0.3,-0.1,0.3,-0.4,-1.1,3.9
2021/4/5,10.8,-2.6,0.6,-11.2,-14.5,0.4,0.0,-0.7,-2.1,0.0,3.9
2021/4/6,9.8,-2.6,-0.2,-11.3,-5.5,-0.4,-1.0,-1.0,-2.0,-0.7,3.9
2021/4/7,9.4,0.3,1.0,-11.2,1.4,-0.7,-1.3,-1.0,1.0,0.5,3.9
2021/4/8,8.7,1.0,0.7,-10.2,6.4,-1.0,-1.2,-0.1,1.8,0.3,3.9
2021/4/9,8.7,0.2,1.6,-11.1,11.1,-1.3,-1.1,-0.8,1.2,1.3,2.5
2021/4/10,8.8,1.9,0.8,-10.7,17.6,-0.6,-0.8,-0.4,2.7,0.3,2.5
2021/4/11,8.9,0.4,-0.3,-11.5,24.6,-0.4,-0.5,-0.7,0.7,-1.0,2.5
2021/4/12,8.8,0.7,0.9,-11.1,25.3,0.0,0.0,-0.3,0.9,0.3,2.5
2021/4/13,9.1,0.8,0.9,-11.4,21.9,0.1,-0.1,-0.1,0.5,0.2,2.5
2021/4/14,10.0,1.8,0.7,-10.8,17.3,0.3,0.1,0.4,1.0,-0.1,2.5
2021/4/15,10.5,3.1,0.8,-11.3,13.6,0.4,0.4,0.3,2.2,0.1,2.5
2021/4/16,9.8,3.2,1.1,-10.8,6.3,0.0,0.2,0.7,2.0,0.3,1.1
2021/4/17,9.0,2.7,0.6,-10.4,0.4,-1.3,-0.7,0.2,1.0,-0.1,1.1
2021/4/18,8.9,4.4,1.6,-10.4,-2.4,-1.2,-0.7,0.5,2.6,0.9,1.1
2021/4/19,8.4,1.8,2.1,-10.2,-2.6,-1.4,-0.9,0.5,-0.5,1.2,1.1
2021/4/20,9.0,1.3,1.6,-9.2,-7.1,-1.3,-0.7,1.2,-1.2,0.5,1.1
2021/4/21,9.7,2.9,1.9,-9.3,-18.5,0.2,0.4,0.9,0.2,0.6,1.1
2021/4/22,10.3,0.4,1.4,-8.2,-32.8,0.6,0.4,1.7,-2.4,0.0,1.1
2021/4/23,10.2,0.9,1.4,-10.6,-44.6,1.2,0.8,-1.0,-1.5,-0.1,0.0
2021/4/24,10.4,1.9,0.3,-10.1,-50.6,1.2,0.8,-0.8,-0.2,-1.2,0.0
2021/4/25,10.0,1.4,1.5,-9.8,-53.0,1.1,0.7,-0.3,-0.6,0.0,0.0
2021/4/26,10.1,0.2,0.8,-10.3,-57.0,0.6,0.5,-0.3,-1.3,-0.7,0.0
2021/4/27,9.1,0.8,1.3,-10.2,-59.1,-0.8,-0.5,-0.5,-0.5,0.0,0.0
2021/4/28,9.6,1.5,0.7,-9.8,-61.2,-0.4,-0.2,0.3,0.3,-0.5,0.0
2021/4/29,9.3,1.5,1.2,-9.7,-62.4,-0.7,-0.3,0.2,0.5,0.2,0.0
2021/4/30,10.7,2.1,1.0,-10.5,-62.5,0.1,0.1,-0.2,0.9,0.0,0.8
2021/5/1,10.4,0.8,1.1,-10.6,-65.4,0.7,-0.1,-0.5,-0.6,0.1,0.8
2021/5/2,10.5,-1.5,-0.6,-8.7,-63.6,0.7,-0.1,1.3,-2.7,-1.7,0.8
2021/5/3,10.7,-0.5,0.7,-9.7,-59.0,1.0,0.1,0.6,-1.2,-0.1,0.8
2021/5/4,9.2,1.4,1.5,-9.9,-61.1,-0.5,-0.6,0.2,0.7,0.7,0.8
2021/5/5,9.4,2.8,1.8,-10.5,-65.8,0.0,-0.5,-0.5,2.1,1.0,0.8
2021/5/6,9.8,2.3,1.3,-10.9,-71.6,0.3,-0.2,-0.7,1.4,0.4,0.8
2021/5/7,9.8,-0.6,0.6,-10.8,-76.3,0.1,0.0,-0.3,-1.7,-0.3,1.6
