ecmen_public_time,Normal_vwap,VALUE_hdd,10Y_NORMAL_hdd,Sum_Value_hdd,Delta_Full_hdd,Delta_Sub_hdd,VALUE_cdd,10Y_NORMAL_cdd,Sum_Value_cdd,Delta_Full_cdd,Delta_Sub_cdd,Month
2017-12-08 13:40:00,0.998,28.630,24.250,377.350,2.150,3.730,0.040,0.360,1.090,-0.260,-0.230,12
2017-12-11 13:40:00,1.011,28.560,24.890,389.480,2.660,-1.800,0.000,0.350,1.350,-0.050,-0.060,12
2017-12-12 13:40:00,1.042,29.680,25.100,397.250,8.100,2.730,0.000,0.350,2.210,0.100,0.000,12
2017-12-13 13:40:00,0.999,30.560,25.370,394.340,-2.480,-2.400,0.010,0.350,2.620,0.250,0.170,12
2017-12-14 13:40:00,1.007,30.170,25.510,394.920,8.190,6.260,0.070,0.340,3.670,-0.080,-0.170,12
2017-12-15 13:40:00,1.026,27.350,25.660,403.700,6.800,8.250,0.120,0.330,3.890,0.340,0.070,12
2017-12-18 13:40:00,0.969,19.900,26.260,454.510,12.740,8.960,0.520,0.330,3.220,-0.100,-0.150,12
2017-12-19 13:40:00,1.011,25.140,26.410,468.280,11.310,14.130,0.340,0.310,2.800,-0.070,-0.100,12
2017-12-20 13:40:00,1.029,26.750,26.550,472.710,3.850,8.790,0.310,0.300,2.590,0.010,-0.180,12
2017-12-21 13:40:00,1.014,24.590,26.780,489.860,10.430,10.360,0.390,0.300,2.370,-0.050,-0.260,12
2017-12-22 13:40:00,0.982,25.410,27.000,504.910,13.350,10.350,0.350,0.300,2.120,-0.310,-0.290,12
2017-12-26 13:40:00,1.025,40.200,27.650,506.170,3.680,-3.570,0.240,0.250,1.250,-0.230,-0.080,12
2017-12-27 13:40:00,0.967,38.860,27.830,521.370,4.260,3.770,0.190,0.240,0.860,-0.160,-0.150,12
2017-12-28 13:40:00,0.941,36.000,27.960,532.690,-1.180,-0.840,0.120,0.240,0.680,-0.150,-0.080,12
2017-12-29 13:40:00,0.994,37.930,28.160,531.810,1.500,1.460,0.040,0.220,0.640,-0.010,-0.030,12
2018-01-02 13:40:00,1.004,38.800,28.700,477.540,1.500,4.720,0.000,0.160,1.030,0.090,0.090,1
2018-01-03 13:40:00,1.016,40.490,28.840,466.160,-2.310,-9.020,0.000,0.160,0.970,0.020,0.030,1
2018-01-04 13:40:00,1.051,42.210,29.040,436.000,-8.140,-2.890,0.000,0.160,0.900,-0.240,-0.200,1
2018-01-05 13:40:00,1.029,42.770,29.110,387.620,-18.730,-10.960,0.000,0.160,1.540,0.160,-0.120,1
2018-01-08 13:40:00,0.997,26.370,29.470,382.820,-7.020,-6.420,0.150,0.140,1.500,0.100,0.050,1
2018-01-09 13:40:00,0.962,23.620,29.590,414.510,10.880,3.080,0.200,0.140,1.360,-0.240,-0.110,1
2018-01-10 13:40:00,1.020,20.360,29.640,424.860,-1.510,-7.060,0.240,0.130,1.010,-0.370,-0.180,1
2018-01-11 13:40:00,0.942,26.370,29.650,442.570,0.240,-3.740,0.240,0.130,0.820,-0.080,-0.090,1
2018-01-12 13:40:00,0.979,35.480,29.740,441.610,1.240,2.460,0.010,0.130,0.950,-0.070,-0.070,1
2018-01-15 13:40:00,1.000,36.950,29.970,406.670,-4.860,-2.130,0.070,0.130,1.610,-0.080,-0.040,1
2018-01-16 13:40:00,1.004,37.950,30.020,401.130,1.460,-3.000,0.000,0.130,1.510,-0.100,0.000,1
2018-01-17 13:40:00,0.958,32.870,30.020,381.050,-14.900,-9.740,0.000,0.130,1.500,0.120,-0.050,1
2018-01-18 13:40:00,1.014,28.050,30.010,379.950,6.170,1.870,0.000,0.130,1.990,-0.060,-0.180,1
2018-01-19 13:40:00,1.003,23.960,30.010,373.390,-3.480,-0.530,0.060,0.130,2.120,-0.140,-0.120,1
2018-01-22 13:40:00,1.003,24.650,30.020,375.940,-1.030,1.850,0.200,0.150,1.630,-0.090,-0.120,1
2018-01-23 13:40:00,0.920,29.390,29.980,398.040,12.530,11.820,0.110,0.150,1.220,-0.300,-0.200,1
2018-01-24 13:40:00,1.029,28.490,29.990,400.320,-1.860,-2.120,0.070,0.160,1.350,-0.100,-0.090,1
2018-01-25 13:40:00,0.999,24.670,29.940,408.410,-3.190,-3.590,0.090,0.200,1.840,-0.020,-0.120,1
2018-01-26 13:40:00,0.980,22.170,29.920,412.500,-8.490,-4.180,0.150,0.210,2.230,0.280,0.180,1
2018-01-29 13:40:00,0.964,30.220,29.670,413.930,-3.140,-0.000,0.000,0.230,1.400,-0.230,-0.170,1
2018-01-30 13:40:00,1.008,26.460,29.610,409.830,-0.320,4.880,0.000,0.240,1.540,-0.360,-0.350,1
2018-01-31 13:40:00,1.068,26.880,29.570,390.990,-3.900,-3.960,0.070,0.260,1.850,-0.220,-0.200,1
2018-02-01 13:40:00,1.028,32.840,29.480,393.060,5.700,3.620,0.100,0.260,2.100,-0.630,-0.480,2
2018-02-02 13:40:00,1.009,29.210,29.320,403.330,9.530,3.560,0.070,0.270,3.270,0.460,0.120,2
2018-02-05 13:40:00,1.028,31.670,28.980,390.060,-0.990,-2.750,0.210,0.290,3.780,-0.170,-0.310,2
2018-02-06 13:40:00,1.001,30.570,28.860,375.860,-13.200,-8.280,0.320,0.310,4.570,0.190,0.090,2
2018-02-07 13:40:00,1.023,32.130,28.700,371.030,-3.300,-8.040,0.230,0.330,3.780,-0.410,-0.340,2
2018-02-08 13:40:00,1.005,28.820,28.580,354.920,-17.450,-14.430,0.310,0.330,6.020,0.780,0.510,2
2018-02-09 13:40:00,1.033,26.490,28.420,351.120,0.900,0.160,0.460,0.340,7.110,0.650,0.290,2
2018-02-12 13:40:00,0.995,30.440,27.850,325.660,-1.590,0.850,0.420,0.350,6.780,0.040,-0.340,2
2018-02-13 13:40:00,0.985,20.770,27.660,312.930,-10.070,-4.260,0.390,0.350,7.160,0.090,-0.050,2
2018-02-14 13:40:00,1.002,16.020,27.520,316.550,0.410,2.980,0.820,0.380,7.680,0.290,-0.210,2
2018-02-15 13:40:00,1.010,24.190,27.320,311.110,-0.800,-2.410,0.630,0.390,8.770,0.060,-0.230,2
2018-02-16 13:40:00,1.007,25.820,27.060,299.610,-7.360,-3.610,0.520,0.410,9.940,0.910,0.330,2
2018-02-19 13:40:00,1.000,16.620,26.390,317.410,9.660,8.400,1.280,0.430,8.530,-0.630,-0.590,2
2018-02-20 13:40:00,0.987,21.150,26.150,329.690,10.070,8.470,1.130,0.430,7.420,-0.510,-0.580,2
2018-02-21 13:40:00,0.994,24.810,25.930,328.320,1.050,0.850,0.990,0.430,6.380,-0.440,-0.570,2
2018-02-22 13:40:00,1.017,22.080,25.540,319.350,-6.450,-0.250,0.810,0.460,6.290,-0.010,-0.170,2
2018-02-23 13:40:00,0.995,20.720,25.270,314.480,9.290,7.490,1.060,0.460,5.490,-0.610,-0.630,2
2018-02-26 13:40:00,0.997,20.080,24.420,324.500,7.370,3.680,0.570,0.470,3.330,-0.570,-0.650,2
2018-02-27 13:40:00,0.999,18.050,24.090,315.760,-0.960,1.810,0.970,0.480,3.410,-0.170,-0.380,2
2018-02-28 13:40:00,1.007,19.700,23.770,317.590,-2.280,-2.470,0.720,0.500,2.590,-0.530,-0.380,2
2018-03-01 13:40:00,0.992,23.340,23.510,316.980,-5.250,-1.370,0.280,0.530,2.220,-0.340,-0.340,3
2018-03-02 13:40:00,0.993,23.220,23.160,334.530,16.160,8.990,0.090,0.530,1.890,-0.860,-0.890,3
2018-03-05 13:40:00,1.006,24.250,22.330,328.410,5.170,4.130,0.160,0.570,2.530,-0.060,0.010,3
2018-03-06 13:40:00,0.986,26.560,21.850,320.870,2.570,1.480,0.100,0.580,3.030,-0.300,-0.320,3
2018-03-07 13:40:00,0.989,27.020,21.600,330.540,13.870,10.980,0.010,0.580,2.440,-1.020,-0.920,3
2018-03-08 13:40:00,1.013,24.760,21.280,320.090,4.590,3.160,0.030,0.590,3.450,0.050,-0.120,3
2018-03-09 13:40:00,1.005,22.940,21.030,307.580,0.350,1.300,0.470,0.600,4.110,-0.280,-0.370,3
2018-11-05 13:40:00,0.974,11.930,15.410,303.330,-4.490,-2.160,1.320,0.820,6.670,-0.250,-0.280,11
2018-11-06 13:40:00,1.002,15.950,15.740,305.620,-0.450,-5.150,1.220,0.790,5.750,-0.100,-0.060,11
2018-11-07 13:40:00,1.002,19.350,16.140,309.690,1.850,-2.660,1.040,0.740,5.410,-0.050,0.030,11
2018-11-08 13:40:00,0.993,21.460,16.450,313.410,4.270,4.340,0.760,0.680,4.560,-0.620,-0.660,11
2018-11-09 13:40:00,0.955,25.730,16.770,315.880,-1.810,-3.190,0.420,0.670,3.750,-0.250,-0.310,11
2018-11-12 13:40:00,0.972,25.940,17.710,317.430,3.090,0.730,0.690,0.630,4.080,0.130,0.130,11
2018-11-13 13:40:00,0.966,26.790,18.070,317.610,1.490,-0.980,0.580,0.600,3.600,-0.050,0.070,11
2018-11-14 13:40:00,0.842,24.900,18.360,326.550,0.460,0.160,0.250,0.570,3.280,-0.010,-0.130,11
2018-11-15 13:40:00,1.161,22.360,18.670,311.980,-2.430,-1.290,0.060,0.500,3.230,-0.190,-0.260,11
2018-11-16 13:40:00,0.907,23.090,18.980,325.100,13.840,9.420,0.160,0.490,3.160,-0.350,-0.580,11
2018-11-19 13:40:00,1.015,24.820,19.790,341.270,5.810,2.710,0.310,0.470,3.000,-0.050,-0.040,11
2018-11-20 13:40:00,1.003,25.590,20.180,349.550,7.250,7.250,0.210,0.460,2.750,-0.260,-0.200,11
2018-11-21 13:40:00,1.025,27.330,20.410,361.050,14.440,12.550,0.190,0.440,3.090,-0.210,-0.310,11
2018-11-23 13:40:00,1.000,19.500,20.830,350.800,-3.980,-2.580,0.390,0.430,3.310,-0.050,0.180,11
2018-11-26 13:40:00,0.958,28.340,21.650,362.950,-0.770,1.090,0.010,0.380,2.990,-0.110,-0.210,11
2018-11-27 13:40:00,1.002,27.450,21.880,369.250,2.710,-0.040,0.010,0.380,3.020,-0.490,-0.050,11
2018-11-28 13:40:00,0.911,24.090,22.040,377.840,7.450,3.010,0.090,0.380,3.350,-0.120,-0.280,11
2018-11-29 13:40:00,1.019,21.950,22.410,380.370,-6.250,-3.200,0.420,0.380,3.250,-0.410,-0.150,11
2018-11-30 13:40:00,0.997,21.120,22.600,383.900,1.320,1.400,0.470,0.380,3.140,-0.190,-0.180,11
2018-12-03 13:40:00,1.039,29.680,23.210,389.380,-0.410,1.840,0.220,0.380,1.470,-0.310,-0.240,12
2018-12-04 13:40:00,0.982,30.340,23.460,390.240,3.970,0.380,0.040,0.370,1.240,-0.210,-0.250,12
2018-12-05 13:40:00,1.016,30.440,23.700,385.250,-4.870,-2.610,0.040,0.370,1.190,-0.310,-0.300,12
2018-12-06 13:40:00,1.020,30.800,23.880,385.000,3.410,1.910,0.180,0.370,1.400,-0.160,-0.190,12
2018-12-07 13:40:00,0.966,31.090,24.050,366.250,-3.410,-1.340,0.220,0.370,1.400,-0.220,-0.250,12
2018-12-10 13:40:00,1.014,28.580,24.660,350.090,2.140,2.350,0.000,0.360,1.450,0.030,-0.110,12
2018-12-11 13:40:00,1.032,26.640,24.890,347.490,4.820,2.670,0.020,0.350,1.200,-0.530,-0.350,12
2018-12-12 13:40:00,1.060,24.690,25.100,341.790,-1.520,-3.520,0.160,0.350,1.620,-0.110,-0.180,12
2018-12-13 13:40:00,0.989,22.080,25.370,346.730,-1.170,-2.730,0.420,0.350,1.820,-0.050,-0.040,12
2018-12-14 13:40:00,1.067,21.480,25.510,342.160,-5.040,-3.230,0.170,0.340,1.620,-0.180,-0.070,12
2018-12-17 13:40:00,1.021,26.170,26.050,359.780,-0.840,0.480,0.040,0.330,1.960,-0.130,-0.140,12
2018-12-18 13:40:00,0.940,23.260,26.260,361.390,1.550,0.770,0.140,0.330,2.590,0.370,0.190,12
2018-12-19 13:40:00,1.029,21.270,26.410,378.410,7.840,4.110,0.320,0.310,2.610,0.190,0.070,12
2018-12-20 13:40:00,1.008,21.760,26.550,396.830,7.400,6.940,0.030,0.300,2.540,0.020,0.010,12
2018-12-21 13:40:00,0.991,25.130,26.780,392.600,-5.830,-3.060,0.010,0.300,2.790,-0.070,-0.150,12
2018-12-24 13:40:00,1.000,26.700,27.320,415.010,9.860,5.340,0.140,0.280,3.350,-0.290,-0.380,12
2018-12-26 13:40:00,0.986,23.100,27.650,401.950,-1.030,-1.870,0.380,0.250,3.390,-0.240,-0.200,12
2018-12-31 13:40:00,1.043,27.640,28.510,361.680,-24.400,-13.760,0.430,0.190,2.550,0.390,0.190,12
2019-01-02 13:40:00,0.992,26.660,28.700,359.550,-7.550,-3.390,0.400,0.160,1.800,-0.000,-0.070,1
2019-01-03 13:40:00,1.013,24.100,28.840,367.160,0.400,0.130,0.360,0.160,1.520,-0.020,-0.070,1
2019-01-04 13:40:00,0.963,22.780,29.040,377.060,-6.540,-9.200,0.070,0.160,0.950,-0.040,-0.030,1
2019-01-07 13:40:00,1.001,21.770,29.330,395.810,2.810,0.830,0.200,0.140,0.880,-0.150,-0.110,1
2019-01-08 13:40:00,0.991,28.550,29.470,416.490,6.570,0.950,0.070,0.140,0.620,-0.240,-0.190,1
2019-01-09 13:40:00,1.003,31.850,29.590,422.090,1.700,-0.160,0.000,0.140,0.900,0.130,0.070,1
2019-01-10 13:40:00,1.002,31.590,29.640,434.260,9.340,5.420,0.030,0.130,0.830,-0.110,-0.110,1
2019-01-11 13:40:00,0.949,30.400,29.650,452.010,17.980,15.000,0.150,0.130,0.930,-0.050,-0.090,1
2019-01-14 13:40:00,0.924,30.300,29.910,483.400,16.530,17.580,0.000,0.130,0.560,-0.310,-0.250,1
2019-01-15 13:40:00,1.048,28.980,29.970,470.160,-0.210,5.740,0.000,0.130,0.710,-0.030,-0.100,1
2019-01-16 13:40:00,1.019,28.970,30.020,482.750,-1.580,4.650,0.060,0.130,0.800,-0.130,-0.220,1
2019-01-17 13:40:00,1.002,27.230,30.020,493.650,-4.010,-1.020,0.090,0.130,0.440,-0.360,-0.270,1
2019-01-18 13:40:00,1.005,30.930,30.010,517.830,19.800,9.540,0.130,0.130,0.500,-0.210,-0.260,1
2019-01-22 13:40:00,1.076,28.190,30.020,501.550,3.700,3.960,0.210,0.150,0.760,-0.220,-0.230,1
2019-01-23 13:40:00,1.011,30.790,29.980,510.580,-0.790,-3.240,0.120,0.150,0.550,-0.370,-0.150,1
2019-01-24 13:40:00,0.963,38.210,29.990,518.090,5.100,4.010,0.000,0.160,0.410,-0.290,-0.350,1
2019-01-25 13:40:00,0.995,35.970,29.940,508.130,13.230,3.110,0.000,0.200,0.480,-0.390,-0.350,1
2019-01-28 13:40:00,1.005,37.850,29.740,457.970,4.830,4.780,0.000,0.220,1.800,-0.280,-0.300,1
2019-01-29 13:40:00,0.996,45.770,29.670,449.020,6.620,8.460,0.000,0.230,2.310,0.000,-0.160,1
2019-01-30 13:40:00,1.015,43.780,29.610,421.830,-1.140,7.870,0.040,0.240,2.510,-0.190,-0.140,1
2019-01-31 13:40:00,1.013,34.690,29.570,421.890,12.410,11.880,0.110,0.260,2.400,-0.340,-0.310,1
2019-02-01 13:40:00,1.032,27.190,29.480,413.950,4.980,-0.440,0.150,0.260,3.170,-0.020,-0.070,2
2019-02-04 13:40:00,1.015,24.270,29.080,422.520,2.160,-0.180,0.360,0.290,3.290,-0.380,-0.250,2
2019-02-05 13:40:00,0.994,24.460,28.980,435.520,7.490,8.610,0.660,0.290,3.210,0.220,-0.130,2
2019-02-06 13:40:00,1.004,25.130,28.860,440.360,6.260,5.900,0.300,0.310,2.560,-0.170,-0.360,2
2019-02-07 13:40:00,1.042,34.690,28.700,432.410,11.130,8.430,0.190,0.330,3.120,-0.210,-0.320,2
2019-02-08 13:40:00,0.985,36.430,28.580,435.650,21.940,13.510,0.190,0.330,4.180,-0.930,-0.300,2
2019-02-11 13:40:00,1.005,27.290,28.040,430.740,-1.520,4.610,0.390,0.350,4.330,0.480,-0.160,2
2019-02-12 13:40:00,0.995,28.600,27.850,420.720,-1.540,-0.750,0.100,0.350,4.920,0.210,-0.080,2
2019-02-13 13:40:00,1.031,24.440,27.660,409.570,1.310,1.690,0.100,0.350,5.400,-0.210,-0.180,2
2019-02-14 13:40:00,1.005,26.330,27.520,416.660,5.710,5.360,0.250,0.380,5.440,-0.580,-0.380,2
2019-02-15 13:40:00,0.979,31.190,27.320,431.400,13.640,9.710,0.210,0.390,5.960,0.090,0.120,2
2019-02-18 13:40:00,1.000,35.940,26.650,428.160,11.560,11.720,0.410,0.410,5.870,0.250,-0.090,2
2019-02-19 13:40:00,0.997,29.450,26.390,413.490,5.060,4.070,0.540,0.430,5.110,-0.720,-0.540,2
2019-02-20 13:40:00,1.003,27.450,26.150,421.870,9.260,8.220,0.610,0.430,4.620,-0.540,-0.590,2
2019-02-21 13:40:00,0.981,28.030,25.930,434.030,9.450,10.180,0.720,0.430,3.650,-0.370,-0.450,2
2019-02-22 13:40:00,1.001,24.200,25.540,422.420,-0.900,-0.090,0.730,0.460,3.160,-0.410,-0.520,2
2019-02-25 13:40:00,0.975,30.590,24.690,446.400,14.020,12.510,0.270,0.460,3.380,-0.270,-0.310,2
2019-02-26 13:40:00,1.015,28.880,24.420,430.550,-5.510,-1.200,0.470,0.470,3.940,-0.400,-0.220,2
2019-02-27 13:40:00,0.987,29.930,24.090,428.560,11.300,11.130,0.360,0.480,3.860,-0.770,-0.570,2
2019-02-28 13:40:00,1.000,27.500,23.770,415.350,-0.560,1.660,0.330,0.500,3.670,-0.260,-0.270,2
2019-03-01 13:40:00,0.985,26.180,23.510,412.450,0.700,3.610,0.420,0.530,3.660,-0.200,-0.570,3
2019-03-04 13:40:00,0.998,37.760,22.560,359.880,2.480,4.580,0.110,0.570,4.240,-0.750,-0.740,3
2019-03-05 13:40:00,0.990,35.880,22.330,357.500,6.240,6.250,0.000,0.570,4.260,-0.500,-0.760,3
2019-03-06 13:40:00,1.015,31.770,21.850,340.640,6.950,6.900,0.030,0.580,4.470,-0.750,-0.590,3
2019-03-07 13:40:00,0.994,27.230,21.600,329.370,3.860,5.610,0.400,0.580,5.270,-0.800,-0.690,3
2019-03-08 13:40:00,1.000,23.420,21.280,326.270,1.260,3.460,0.530,0.590,5.060,-0.650,-0.710,3
2019-11-04 13:40:00,0.989,16.210,15.020,301.590,3.450,3.030,0.960,0.910,6.970,-0.070,-0.330,11
2019-11-05 13:40:00,0.982,17.230,15.410,319.940,5.450,5.820,1.110,0.820,6.300,-0.130,-0.340,11
2019-11-06 13:40:00,1.014,20.100,15.740,319.940,-2.630,-1.940,1.010,0.790,5.180,-0.510,-0.440,11
2019-11-07 13:40:00,1.012,24.650,16.140,314.720,1.580,0.540,0.780,0.740,4.340,-0.370,-0.260,11
2019-11-08 13:40:00,1.001,21.450,16.450,310.280,1.540,-1.810,0.640,0.680,3.940,-0.300,-0.250,11
2019-11-11 13:40:00,1.024,29.620,17.460,303.470,-0.710,0.500,0.510,0.640,3.780,-0.030,-0.200,11
2019-11-12 13:40:00,1.004,30.030,17.710,307.470,3.540,-1.420,0.190,0.630,3.170,-0.310,-0.180,11
2019-11-13 13:40:00,0.986,25.520,18.070,304.230,7.110,7.380,0.370,0.600,2.970,-0.140,-0.330,11
2019-11-14 13:40:00,1.011,23.150,18.360,297.470,4.530,2.800,0.300,0.570,2.900,-0.360,-0.400,11
2019-11-15 13:40:00,0.983,23.510,18.670,302.580,0.860,0.880,0.070,0.500,2.950,-0.200,-0.240,11
2019-11-18 13:40:00,1.034,18.100,19.510,295.340,-6.360,-4.790,0.170,0.470,3.360,-1.030,-0.480,11
2019-11-19 13:40:00,1.014,18.680,19.790,304.090,2.410,1.720,0.280,0.470,3.660,-0.190,-0.210,11
2019-11-20 13:40:00,0.979,18.250,20.180,318.820,3.370,3.400,0.560,0.460,4.330,0.100,0.010,11
2019-11-21 13:40:00,0.995,21.770,20.410,327.120,4.610,0.900,0.350,0.440,4.310,-0.590,-0.290,11
2019-11-22 13:40:00,0.972,22.340,20.650,337.260,13.210,8.380,0.290,0.440,4.720,-0.560,-0.490,11
2019-11-25 13:40:00,1.068,19.120,21.440,350.180,1.340,-0.960,0.480,0.400,3.380,-0.650,-0.110,11
2019-11-26 13:40:00,1.000,20.120,21.650,339.760,-4.320,-1.900,0.280,0.380,2.850,-0.060,-0.020,11
2019-11-27 13:40:00,1.012,25.200,21.880,347.320,3.930,4.480,0.330,0.380,2.890,-0.170,-0.300,11
2019-11-28 13:40:00,1.000,24.660,22.040,346.210,-6.780,-3.830,0.470,0.380,2.930,-0.040,-0.120,11
2019-11-29 13:40:00,1.000,23.470,22.410,356.320,6.000,7.020,0.530,0.380,2.460,-0.280,-0.290,11
2019-12-02 13:40:00,0.988,25.770,23.010,354.090,7.750,8.810,0.010,0.380,2.450,-0.300,-0.470,12
2019-12-03 13:40:00,0.959,23.930,23.210,365.930,0.510,6.540,0.030,0.380,2.760,-0.240,-0.230,12
2019-12-04 13:40:00,1.012,23.900,23.460,373.310,7.410,4.300,0.040,0.370,2.940,-0.100,-0.290,12
2019-12-05 13:40:00,0.996,24.500,23.700,379.640,4.720,3.130,0.130,0.370,3.120,-0.280,-0.110,12
2019-12-06 13:40:00,1.030,26.040,23.880,382.800,-1.070,0.960,0.130,0.370,3.270,0.150,-0.190,12
2019-12-09 13:40:00,0.980,26.350,24.480,379.950,4.340,-0.990,0.490,0.360,3.250,-0.300,-0.270,12
2019-12-10 13:40:00,0.994,30.980,24.660,388.650,4.560,4.490,0.340,0.360,2.260,-0.650,-0.330,12
2019-12-11 13:40:00,1.005,27.960,24.890,384.900,2.530,-0.260,0.320,0.350,2.020,-0.140,-0.320,12
2019-12-12 13:40:00,0.960,23.910,25.100,401.130,5.260,3.110,0.380,0.350,2.330,-0.040,-0.230,12
2019-12-13 13:40:00,1.012,24.050,25.370,385.470,3.700,3.160,0.230,0.350,2.180,-0.140,-0.180,12
2019-12-16 13:40:00,0.979,29.780,25.800,389.480,-2.260,-4.140,0.510,0.330,2.130,0.220,0.110,12
2019-12-17 13:40:00,1.013,34.870,26.050,374.300,-4.560,-2.970,0.130,0.330,2.080,0.200,0.140,12
2019-12-18 13:40:00,1.014,33.340,26.260,369.900,3.760,0.380,0.080,0.330,1.750,-0.430,-0.190,12
2019-12-19 13:40:00,0.997,28.480,26.410,362.900,0.890,3.730,0.140,0.310,1.870,-0.040,-0.120,12
2019-12-20 13:40:00,0.980,25.970,26.550,357.480,-1.810,-0.390,0.230,0.300,1.820,-0.220,-0.100,12
2019-12-23 13:40:00,1.018,23.320,27.100,348.910,-1.850,-1.500,0.030,0.280,2.240,-0.220,-0.180,12
2019-12-24 13:40:00,1.000,21.660,27.320,352.320,1.240,3.850,0.230,0.280,3.160,0.530,-0.010,12
2019-12-26 13:40:00,0.962,21.820,27.650,373.330,1.450,2.870,0.350,0.250,3.390,-0.450,-0.130,12
2019-12-27 13:40:00,1.000,21.600,27.830,370.710,11.190,10.370,0.520,0.240,3.190,0.110,-0.080,12
2019-12-30 13:40:00,1.025,26.990,28.280,377.090,-19.180,-10.660,0.120,0.200,1.790,0.250,0.180,12
2019-12-31 13:40:00,1.004,26.490,28.510,366.060,-10.700,-6.850,0.080,0.190,2.700,0.810,0.710,12
2020-01-02 13:40:00,1.021,20.880,28.700,365.260,-5.130,0.910,0.560,0.160,3.640,0.620,0.390,1
2020-01-03 13:40:00,1.003,24.010,28.840,365.990,-6.330,-0.280,0.240,0.160,3.730,0.530,0.190,1
2020-01-06 13:40:00,0.980,26.220,29.190,389.310,6.830,5.790,0.070,0.160,4.710,0.230,0.140,1
2020-01-07 13:40:00,0.998,29.880,29.330,394.260,12.110,7.790,0.050,0.140,4.920,-0.080,-0.220,1
2020-01-08 13:40:00,1.001,26.160,29.470,399.760,4.110,6.970,0.250,0.140,4.770,-0.070,-0.100,1
2020-01-09 13:40:00,0.994,21.600,29.590,399.440,15.580,16.040,0.500,0.140,4.730,0.070,-0.070,1
2020-01-10 13:40:00,0.982,20.540,29.640,396.030,0.550,4.360,0.560,0.130,4.550,0.180,-0.010,1
2020-01-13 13:40:00,1.009,21.520,29.830,441.060,12.460,11.920,0.730,0.130,3.000,-0.310,-0.210,1
2020-01-14 13:40:00,1.004,22.530,29.910,433.350,-14.990,-8.710,0.790,0.130,2.310,-0.190,-0.050,1
2020-01-15 13:40:00,1.024,28.570,29.970,440.750,11.070,7.050,0.520,0.130,1.900,-0.060,-0.110,1
2020-01-16 13:40:00,1.026,31.780,30.020,420.690,-22.400,-14.010,0.380,0.130,1.360,0.010,-0.040,1
2020-01-17 13:40:00,1.036,28.350,30.020,402.940,-9.460,-6.890,0.250,0.130,1.320,-0.190,-0.220,1
2020-01-21 13:40:00,1.010,29.370,29.990,349.600,-10.630,-7.520,0.010,0.150,0.910,-0.250,-0.260,1
2020-01-22 13:40:00,0.998,25.850,30.020,354.600,0.310,1.190,0.110,0.150,0.950,-0.290,-0.310,1
2020-01-23 13:40:00,0.990,23.890,29.980,363.300,1.970,-1.130,0.130,0.150,0.930,-0.160,-0.240,1
2020-01-24 13:40:00,1.027,23.850,29.990,370.250,7.990,1.950,0.070,0.160,0.830,-0.200,-0.240,1
2020-01-27 13:40:00,1.020,26.340,29.870,375.350,-7.370,-4.730,0.090,0.220,1.130,-0.310,-0.260,1
2020-01-28 13:40:00,0.987,28.430,29.740,375.580,-9.710,-4.190,0.120,0.220,1.480,0.100,-0.080,1
2020-01-29 13:40:00,1.021,28.610,29.670,372.360,5.550,7.470,0.090,0.230,2.180,0.250,0.220,1
2020-01-30 13:40:00,1.027,25.170,29.610,365.290,5.720,5.230,0.160,0.240,2.580,0.090,-0.060,1
2020-01-31 13:40:00,0.995,23.700,29.570,366.030,1.510,-1.430,0.080,0.260,2.160,-0.600,-0.560,1
2020-02-03 13:40:00,1.020,24.360,29.190,393.820,1.580,6.680,0.370,0.290,3.600,-0.440,-0.400,2
2020-02-04 13:40:00,0.966,28.320,29.080,402.730,7.210,7.610,0.310,0.290,4.700,0.290,-0.270,2
2020-02-05 13:40:00,1.003,26.390,28.980,401.590,15.420,11.380,0.500,0.290,4.680,-0.620,-0.460,2
2020-02-06 13:40:00,1.004,28.080,28.860,389.770,3.610,-2.160,0.090,0.310,4.730,-0.170,-0.120,2
2020-02-07 13:40:00,1.006,29.810,28.700,386.440,3.830,-3.090,0.050,0.330,4.950,-0.430,-0.130,2
2020-02-10 13:40:00,1.021,24.680,28.320,364.860,5.430,4.490,0.610,0.350,5.330,0.330,-0.140,2
2020-02-11 13:40:00,0.989,26.120,28.040,365.430,2.520,3.660,0.560,0.350,4.790,0.190,-0.280,2
2020-02-12 13:40:00,0.969,30.700,27.850,390.430,14.460,1.870,0.550,0.350,2.840,-1.310,-0.690,2
2020-02-13 13:40:00,1.008,37.450,27.660,378.060,2.150,-0.290,0.210,0.350,2.610,-0.360,-0.330,2
2020-02-14 13:40:00,0.990,30.920,27.520,361.250,3.670,0.330,0.170,0.380,2.690,-0.390,-0.410,2
2020-02-17 13:40:00,1.000,23.590,26.820,387.920,6.080,6.440,0.650,0.410,2.810,-0.440,-0.630,2
2020-02-18 13:40:00,0.983,29.170,26.650,395.440,3.720,3.070,0.510,0.410,2.040,-0.380,-0.440,2
2020-02-19 13:40:00,1.001,33.450,26.390,392.560,4.710,4.900,0.440,0.430,1.840,-0.400,-0.390,2
2020-02-20 13:40:00,1.028,31.030,26.150,366.980,-10.950,-4.460,0.060,0.430,1.140,-0.610,-0.340,2
2020-02-21 13:40:00,1.006,25.320,25.930,343.870,-1.410,-2.370,0.020,0.430,1.490,-0.300,-0.410,2
