ecmen_public_time,Normal_vwap,VALUE_hdd,10Y_NORMAL_hdd,Sum_Value_hdd,Delta_Full_hdd,Delta_Sub_hdd,VALUE_cdd,10Y_NORMAL_cdd,Sum_Value_cdd,Delta_Full_cdd,Delta_Sub_cdd,Month
2015-12-21 13:40:00,0.959,17.010,26.780,327.430,7.070,4.770,0.590,0.300,8.200,-0.310,-0.180,12
2015-12-22 13:40:00,1.014,14.580,27.000,349.750,7.350,7.430,0.920,0.300,8.650,-0.200,-0.150,12
2015-12-23 13:40:00,0.957,16.360,27.100,376.710,11.860,2.710,1.140,0.280,7.620,-0.610,-0.190,12
2015-12-24 13:40:00,1.000,18.710,27.320,399.080,5.460,-1.010,1.290,0.280,6.770,-0.300,-0.090,12
2015-12-28 13:40:00,0.938,25.680,27.960,418.250,0.560,2.990,0.790,0.240,3.780,0.400,0.090,12
2015-12-29 13:40:00,0.976,26.660,28.160,408.940,-12.490,-10.860,0.770,0.220,3.520,0.060,0.080,12
2015-12-30 13:40:00,1.032,28.730,28.280,423.790,16.180,12.730,0.610,0.200,2.740,-0.270,-0.210,12
2015-12-31 13:40:00,0.978,30.640,28.510,452.170,-1.790,3.150,0.440,0.190,1.690,0.080,-0.070,12
2016-01-04 13:40:00,1.028,33.190,29.040,434.840,-5.300,-5.630,0.040,0.160,1.140,-0.180,-0.090,1
2016-01-05 13:40:00,0.984,29.800,29.110,438.700,4.710,1.370,0.090,0.160,1.120,-0.130,-0.080,1
2016-01-06 13:40:00,1.029,26.820,29.190,430.100,-3.240,3.060,0.100,0.160,1.070,-0.070,-0.180,1
2016-01-07 13:40:00,0.961,25.310,29.330,434.520,2.990,3.070,0.180,0.140,1.060,-0.160,-0.100,1
2016-01-08 13:40:00,0.966,26.640,29.470,459.920,11.810,4.900,0.220,0.140,0.850,-0.170,-0.150,1
2016-01-11 13:40:00,1.031,34.290,29.650,452.590,-1.530,-2.570,0.020,0.130,0.670,-0.090,-0.070,1
2016-01-12 13:40:00,1.049,35.580,29.740,447.250,7.220,4.530,0.030,0.130,0.890,-0.050,-0.070,1
2016-01-13 13:40:00,0.996,28.280,29.830,438.040,-1.370,-5.260,0.090,0.130,0.950,-0.170,-0.120,1
2016-01-14 13:40:00,1.062,26.110,29.910,443.670,8.500,1.010,0.200,0.130,0.880,-0.240,-0.190,1
2016-01-15 13:40:00,1.020,29.620,29.970,425.560,-9.050,-5.320,0.090,0.130,0.810,-0.330,-0.210,1
2016-01-19 13:40:00,0.991,33.880,30.010,398.400,-7.620,-6.840,0.020,0.130,1.070,-0.080,-0.090,1
2016-01-20 13:40:00,0.980,32.100,30.020,398.980,5.670,2.200,0.060,0.150,1.330,-0.030,0.040,1
2016-01-21 13:40:00,0.993,32.570,29.990,381.670,-7.420,-2.130,0.080,0.150,1.380,-0.030,-0.050,1
2016-01-22 13:40:00,1.001,33.200,30.020,372.130,-5.230,-4.790,0.000,0.150,1.400,-0.150,-0.100,1
2016-01-25 13:40:00,1.001,26.210,29.940,375.680,0.470,-0.690,0.120,0.200,1.720,-0.510,-0.400,1
2016-01-26 13:40:00,0.986,28.790,29.920,382.600,-7.230,-2.160,0.160,0.210,1.680,-0.270,-0.310,1
2016-01-27 13:40:00,1.003,27.140,29.870,379.990,-14.830,-11.170,0.120,0.220,1.340,-0.350,-0.340,1
2016-01-28 13:40:00,1.005,27.290,29.740,392.060,14.450,14.310,0.000,0.220,1.540,-0.230,-0.370,1
2016-01-29 13:40:00,0.967,23.400,29.670,406.380,5.890,6.100,0.010,0.230,1.840,-0.080,-0.210,1
2016-02-01 13:40:00,1.031,23.820,29.480,397.120,0.380,-3.390,0.370,0.260,1.400,-0.310,-0.310,2
2016-02-02 13:40:00,1.048,23.750,29.320,401.800,9.100,8.570,0.440,0.270,1.150,-0.320,-0.350,2
2016-02-03 13:40:00,0.997,27.500,29.190,397.020,8.180,3.790,0.220,0.290,0.910,-0.260,-0.240,2
2016-02-04 13:40:00,1.030,29.580,29.080,393.280,16.590,11.180,0.030,0.290,0.580,-0.440,-0.440,2
2016-02-05 13:40:00,0.963,27.390,28.980,414.140,11.710,4.400,0.060,0.290,0.470,-0.320,-0.360,2
2016-02-08 13:40:00,0.990,29.690,28.580,388.570,-19.410,-14.620,0.000,0.330,1.650,0.570,0.520,2
2016-02-09 13:40:00,1.016,31.370,28.420,371.700,-8.920,-9.380,0.000,0.340,2.090,-0.050,-0.090,2
2016-02-10 13:40:00,1.024,32.140,28.320,374.040,9.620,0.970,0.010,0.350,1.780,-0.350,-0.310,2
2016-02-11 13:40:00,1.030,32.380,28.040,363.570,-3.900,-3.590,0.030,0.350,1.870,-0.310,-0.340,2
2016-02-12 13:40:00,1.012,37.130,27.850,351.870,-2.140,3.920,0.010,0.350,2.190,-0.350,-0.340,2
2016-02-16 13:40:00,1.020,24.830,27.060,311.460,-5.230,-1.650,0.100,0.410,1.560,-0.430,-0.450,2
2016-02-17 13:40:00,0.991,24.970,26.820,321.120,8.850,4.980,0.070,0.410,1.330,-0.450,-0.450,2
2016-02-18 13:40:00,0.997,19.140,26.650,311.410,-0.550,2.120,0.320,0.410,1.790,-0.210,-0.330,2
2016-02-19 13:40:00,1.028,15.600,26.390,322.200,1.900,-1.550,0.340,0.430,1.760,-0.370,-0.490,2
2016-02-22 13:40:00,0.977,21.890,25.540,322.070,1.830,9.960,0.360,0.460,1.610,-0.500,-0.630,2
2016-02-23 13:40:00,1.026,20.070,25.270,310.490,-0.280,1.050,0.230,0.460,1.450,-0.310,-0.500,2
2016-02-24 13:40:00,1.003,22.850,24.950,302.350,-1.440,-1.990,0.000,0.460,1.330,-0.520,-0.450,2
2016-02-29 13:40:00,1.005,21.000,23.770,251.540,-1.180,-0.030,0.350,0.500,6.180,0.110,-0.370,2
2016-03-01 13:40:00,0.979,23.360,23.510,243.790,-3.800,-7.840,0.290,0.530,6.040,-0.810,-0.300,3
2016-03-02 13:40:00,1.045,23.730,23.160,228.650,-8.400,-9.540,0.420,0.530,6.020,-0.030,-0.060,3
2016-03-03 13:40:00,1.022,22.550,22.910,217.010,-3.890,0.280,0.290,0.560,5.670,-0.390,-0.740,3
2016-03-04 13:40:00,0.973,21.050,22.560,206.500,-0.090,-2.240,0.170,0.570,5.650,-0.680,-0.420,3
2016-03-07 13:40:00,0.958,12.030,21.600,183.040,-2.130,2.300,0.630,0.580,9.180,0.090,-0.540,3
2016-03-08 13:40:00,0.994,10.550,21.280,190.280,3.290,3.660,0.540,0.590,9.500,-0.800,-0.840,3
2016-03-09 13:40:00,0.982,10.520,21.030,196.470,-2.110,0.200,0.770,0.600,9.420,-0.170,-0.710,3
2016-03-10 13:40:00,0.978,13.360,20.710,217.730,13.000,4.740,0.680,0.600,7.870,-1.930,-0.820,3
2016-03-11 13:40:00,0.990,13.540,20.470,220.480,-0.700,0.760,0.550,0.610,8.990,0.630,0.040,3
2016-11-07 13:40:00,1.012,10.240,16.140,202.560,-4.040,-3.350,1.150,0.740,8.290,0.230,0.030,11
2016-11-08 13:40:00,1.083,12.280,16.450,193.410,-12.590,-9.390,1.240,0.680,7.880,-0.200,0.020,11
2016-11-09 13:40:00,0.970,11.920,16.770,205.610,2.880,1.700,0.880,0.670,6.610,-0.650,-0.460,11
2016-11-10 13:40:00,1.015,13.750,17.080,219.140,6.380,5.040,0.730,0.640,5.340,-0.960,-0.900,11
2016-11-11 13:40:00,1.010,16.350,17.460,222.580,4.930,3.620,0.600,0.640,5.940,-0.050,-0.400,11
2016-11-14 13:40:00,0.973,12.490,18.360,245.190,-1.820,-1.610,0.540,0.570,3.930,-0.240,-0.370,11
2016-11-15 13:40:00,1.011,12.260,18.670,255.530,-2.460,-3.350,0.450,0.500,3.660,0.120,0.040,11
2016-11-16 13:40:00,0.979,11.700,18.980,258.760,-4.380,-3.630,0.650,0.490,3.840,0.630,0.240,11
2016-11-17 13:40:00,1.027,11.990,19.300,270.340,4.310,2.610,0.490,0.470,3.400,-0.620,-0.510,11
2016-11-18 13:40:00,0.948,18.170,19.510,284.500,6.340,1.230,0.250,0.470,3.630,-0.580,-0.320,11
2016-11-21 13:40:00,0.982,22.120,20.410,303.000,0.960,-0.650,0.330,0.440,4.170,-0.430,-0.350,11
2016-11-22 13:40:00,1.005,21.140,20.650,298.070,-0.170,0.080,0.300,0.440,3.740,-0.570,-0.390,11
2016-11-23 13:40:00,0.977,19.060,20.830,299.400,-0.580,2.690,0.390,0.430,3.730,0.140,-0.060,11
2016-11-24 13:40:00,1.000,18.190,21.120,309.820,6.250,4.760,0.420,0.430,4.140,-0.010,-0.350,11
2016-11-28 13:40:00,0.975,15.700,22.040,357.990,12.070,9.380,0.860,0.380,3.910,-0.360,-0.240,11
2016-11-29 13:40:00,1.010,18.030,22.410,372.880,11.890,8.300,0.720,0.380,3.630,-0.450,-0.310,11
2016-11-30 13:40:00,0.996,21.580,22.600,372.960,-0.430,1.750,0.470,0.380,3.670,0.140,-0.130,11
2016-12-01 13:40:00,0.953,23.340,22.850,397.800,13.020,9.220,0.320,0.380,3.170,-0.270,-0.330,12
2016-12-02 13:40:00,1.028,24.310,23.010,393.220,3.850,-0.160,0.280,0.380,3.100,-0.150,-0.070,12
2016-12-05 13:40:00,0.963,25.460,23.700,419.930,9.790,4.420,0.510,0.370,2.820,-0.250,-0.160,12
2016-12-06 13:40:00,0.995,27.940,23.880,438.870,1.700,-0.310,0.290,0.370,2.620,-0.220,-0.310,12
2016-12-07 13:40:00,1.016,31.010,24.050,448.400,-5.730,-0.690,0.210,0.370,2.440,-0.230,-0.180,12
2016-12-08 13:40:00,0.961,32.110,24.250,451.100,9.920,14.230,0.110,0.360,3.840,0.460,0.240,12
2016-12-09 13:40:00,0.994,31.370,24.480,452.420,0.100,-1.280,0.120,0.360,4.220,-0.060,-0.230,12
2016-12-12 13:40:00,1.017,30.300,25.100,456.700,11.140,5.660,0.520,0.350,5.080,-0.080,-0.230,12
2016-12-13 13:40:00,1.021,32.040,25.370,458.190,5.420,2.140,0.340,0.350,5.220,0.310,0.230,12
2016-12-14 13:40:00,0.978,37.540,25.510,445.640,-4.940,-1.880,0.190,0.340,4.450,-0.070,-0.210,12
2016-12-15 13:40:00,1.040,35.050,25.660,429.090,0.510,0.820,0.230,0.330,4.650,0.030,0.120,12
2016-12-16 13:40:00,1.006,30.400,25.800,409.940,-7.000,-5.460,0.680,0.330,4.680,0.610,0.360,12
2016-12-19 13:40:00,0.990,31.170,26.410,369.700,-2.760,-2.930,0.310,0.310,4.710,0.370,0.040,12
2016-12-20 13:40:00,1.028,26.990,26.550,370.840,7.530,6.010,0.180,0.300,4.610,-0.140,-0.220,12
2016-12-21 13:40:00,0.926,26.330,26.780,374.780,1.990,4.240,0.180,0.300,4.450,0.040,0.050,12
2016-12-22 13:40:00,1.012,25.840,27.000,367.730,-13.480,-6.630,0.360,0.300,5.110,0.600,-0.000,12
2016-12-23 13:40:00,0.965,23.440,27.100,384.330,7.320,4.680,0.690,0.280,4.770,-0.240,-0.020,12
2016-12-27 13:40:00,1.001,25.050,27.830,444.200,9.520,10.850,0.640,0.240,3.290,0.210,0.010,12
2016-12-28 13:40:00,0.969,25.100,27.960,440.620,-1.800,0.570,0.350,0.240,3.640,0.360,-0.030,12
2016-12-29 13:40:00,1.017,28.570,28.160,440.630,-3.590,2.450,0.040,0.220,3.640,0.300,0.270,12
2016-12-30 13:40:00,1.017,27.740,28.280,443.940,-0.040,4.520,0.090,0.200,3.610,0.150,0.110,12
2017-01-03 13:40:00,1.055,32.360,28.840,440.480,4.480,-1.650,0.220,0.160,1.710,-0.000,0.080,1
2017-01-04 13:40:00,1.020,37.190,29.040,429.740,-2.110,-1.950,0.140,0.160,1.680,0.100,0.080,1
2017-01-05 13:40:00,0.989,40.760,29.110,424.600,1.100,0.010,0.150,0.160,2.270,0.620,0.180,1
2017-01-06 13:40:00,1.005,41.560,29.190,391.530,-11.870,-9.850,0.060,0.160,2.570,0.030,-0.030,1
2017-01-09 13:40:00,1.046,25.390,29.590,328.450,-14.100,-6.400,0.130,0.140,3.930,0.140,-0.110,1
2017-01-10 13:40:00,0.952,21.760,29.640,340.950,4.640,-1.500,0.310,0.130,3.910,-0.230,-0.110,1
2017-01-11 13:40:00,0.999,22.540,29.650,343.650,1.560,6.750,0.520,0.130,4.530,0.100,-0.040,1
2017-01-12 13:40:00,0.977,29.490,29.740,330.680,-18.500,-12.280,0.470,0.130,4.470,0.270,0.110,1
2017-01-13 13:40:00,0.994,28.660,29.830,321.180,-5.520,-9.980,0.370,0.130,4.350,-0.290,-0.060,1
2017-01-16 13:40:00,1.000,22.480,30.020,348.600,0.820,0.440,0.400,0.130,2.640,-0.220,-0.250,1
2017-01-17 13:40:00,1.024,22.210,30.020,351.650,4.680,0.610,0.360,0.130,2.330,-0.200,-0.180,1
2017-01-18 13:40:00,1.027,21.160,30.010,364.620,7.170,2.170,0.260,0.130,2.230,-0.050,-0.260,1
2017-01-19 13:40:00,0.999,20.190,30.010,366.460,-3.130,-2.330,0.360,0.130,1.720,-0.280,-0.260,1
2017-01-20 13:40:00,1.031,17.390,30.020,356.580,-12.290,-9.600,0.510,0.150,1.560,-0.040,-0.160,1
2017-01-23 13:40:00,0.973,24.010,29.980,385.710,-4.800,-1.080,0.130,0.150,1.070,-0.070,-0.150,1
2017-01-24 13:40:00,0.996,23.730,29.990,394.720,-2.780,2.640,0.110,0.160,1.240,-0.000,-0.050,1
2017-01-25 13:40:00,0.984,26.750,29.940,405.640,9.300,9.410,0.290,0.200,1.380,-0.110,-0.120,1
2017-01-26 13:40:00,1.003,29.870,29.920,410.330,-3.990,-7.200,0.100,0.210,1.120,-0.100,-0.130,1
2017-01-30 13:40:00,1.023,24.910,29.610,370.140,-15.750,-7.750,0.010,0.240,2.520,0.070,-0.230,1
2017-01-31 13:40:00,1.027,25.210,29.570,372.670,-0.330,-1.410,0.160,0.260,3.550,0.120,-0.190,1
2017-02-01 13:40:00,0.991,30.250,29.480,378.480,-12.590,-7.420,0.160,0.260,2.930,0.010,-0.260,2
2017-02-02 13:40:00,1.000,32.200,29.320,355.120,-6.780,3.580,0.180,0.270,4.560,0.870,-0.070,2
2017-02-03 13:40:00,1.042,30.140,29.190,341.400,-6.400,-6.970,0.140,0.290,4.090,-0.230,-0.260,2
2017-02-06 13:40:00,0.988,17.890,28.860,319.440,-7.310,-4.490,0.780,0.310,4.920,0.350,-0.050,2
2017-02-07 13:40:00,0.979,22.310,28.700,331.610,-4.380,-6.440,0.860,0.330,4.240,-0.170,-0.060,2
2017-02-08 13:40:00,1.003,30.180,28.580,334.000,7.050,5.060,0.240,0.330,3.680,-0.640,-0.440,2
2017-02-09 13:40:00,1.007,25.770,28.420,311.130,-18.500,-10.150,0.140,0.340,3.840,-0.400,-0.420,2
2017-02-10 13:40:00,1.021,18.520,28.320,299.700,-3.920,-5.060,0.900,0.350,4.040,-0.390,-0.460,2
2017-02-13 13:40:00,1.010,23.820,27.660,292.230,-6.600,-7.130,0.330,0.350,3.650,-0.430,-0.470,2
2017-02-14 13:40:00,0.999,24.880,27.520,290.790,1.170,6.210,0.310,0.380,3.930,0.270,0.050,2
2017-02-15 13:40:00,1.004,25.300,27.320,287.560,2.710,1.120,0.080,0.390,3.300,-0.320,-0.380,2
2017-02-16 13:40:00,1.034,20.560,27.060,277.180,-1.340,-2.730,0.090,0.410,3.770,-0.350,-0.470,2
2017-02-17 13:40:00,0.999,16.340,26.820,275.260,-2.570,1.790,0.420,0.410,4.510,-0.420,-0.280,2
2017-02-20 13:40:00,1.000,15.320,26.150,285.240,-0.230,-1.420,0.340,0.430,6.000,-0.020,-0.150,2
2017-02-21 13:40:00,1.077,12.680,25.930,286.820,-4.150,-2.610,0.160,0.430,6.370,-0.310,-0.280,2
2017-02-22 13:40:00,0.989,14.780,25.540,297.620,5.360,3.270,0.530,0.460,6.870,-0.460,-0.720,2
2017-02-23 13:40:00,0.985,16.780,25.270,310.530,6.250,4.170,0.600,0.460,5.670,-1.010,-0.730,2
2017-02-27 13:40:00,1.007,15.600,24.090,276.700,-9.540,-4.040,1.300,0.480,5.780,0.270,0.030,2
2017-02-28 13:40:00,0.974,16.080,23.770,271.960,1.340,-2.830,1.020,0.500,6.230,0.750,0.800,2
2017-03-01 13:40:00,0.991,24.120,23.510,277.850,3.900,2.070,0.360,0.530,4.580,-0.650,-0.550,3
2017-03-02 13:40:00,0.995,27.750,23.160,289.470,15.220,8.650,0.140,0.530,4.940,-0.350,-0.210,3
2017-03-03 13:40:00,0.999,26.400,22.910,283.680,12.960,1.870,0.100,0.560,4.970,-1.130,-0.290,3
2017-03-06 13:40:00,1.017,16.370,21.850,294.610,1.160,-3.040,0.460,0.580,6.550,-0.240,-0.180,3
2017-03-07 13:40:00,1.016,16.260,21.600,297.370,17.010,7.480,0.380,0.580,7.290,-0.160,-0.170,3
2017-03-08 13:40:00,0.977,17.240,21.280,306.210,-1.530,-1.980,0.730,0.590,6.790,-0.340,-0.160,3
2017-03-09 13:40:00,0.982,25.340,21.030,305.600,-2.540,-1.120,0.660,0.600,7.070,0.000,-0.090,3
2017-03-10 13:40:00,0.984,28.530,20.710,314.600,10.620,8.020,0.520,0.600,6.550,-0.430,-0.610,3
2017-11-06 13:40:00,0.988,17.850,15.740,255.970,-0.050,-1.000,1.370,0.790,7.820,-0.080,-0.370,11
2017-11-07 13:40:00,0.991,19.220,16.140,263.000,1.670,-0.120,0.610,0.740,6.860,-0.070,-0.270,11
2017-11-08 13:40:00,0.997,19.900,16.450,258.030,-5.220,-4.890,0.550,0.680,6.260,-0.350,0.080,11
2017-11-09 13:40:00,0.981,24.540,16.770,270.230,7.730,4.550,0.370,0.670,5.800,-0.230,-0.470,11
2017-11-10 13:40:00,0.997,23.380,17.080,265.740,1.850,0.960,0.500,0.640,6.320,-0.410,-0.230,11
2017-11-13 13:40:00,1.018,17.570,18.070,262.620,-10.350,-7.580,0.580,0.600,5.830,0.810,0.000,11
2017-11-14 13:40:00,1.018,17.440,18.360,270.840,-0.080,-3.250,0.670,0.570,5.300,-0.360,-0.160,11
2017-11-15 13:40:00,0.998,17.760,18.670,278.230,1.520,3.230,0.630,0.500,4.660,-0.400,-0.340,11
2017-11-16 13:40:00,1.006,18.120,18.980,278.130,-3.210,-1.390,0.890,0.490,3.890,-0.560,-0.330,11
2017-11-17 13:40:00,0.985,17.420,19.300,291.770,0.060,2.090,0.520,0.470,3.910,0.120,-0.130,11
2017-11-20 13:40:00,1.012,17.680,20.180,282.990,-11.050,-8.160,0.530,0.460,4.810,0.080,0.060,11
2017-11-21 13:40:00,1.004,21.890,20.410,275.880,-9.300,-3.380,0.830,0.440,4.820,0.080,-0.160,11
2017-11-22 13:40:00,1.015,20.930,20.650,271.890,-4.480,-1.290,0.770,0.440,4.550,0.000,-0.010,11
2017-11-23 13:40:00,1.000,16.750,20.830,264.700,-3.170,-3.530,0.450,0.430,4.480,-0.310,-0.260,11
2017-11-24 13:40:00,1.000,16.600,21.120,270.760,6.000,3.250,0.460,0.430,4.710,0.200,0.050,11
2017-11-27 13:40:00,0.997,16.350,21.880,303.830,5.170,6.510,0.430,0.380,4.090,-0.050,-0.220,11
2017-11-28 13:40:00,0.971,18.010,22.040,319.970,4.080,4.360,0.500,0.380,3.790,0.090,-0.330,11
2017-11-29 13:40:00,0.986,18.420,22.410,341.200,3.970,3.400,0.370,0.380,3.550,0.320,-0.160,11
2017-11-30 13:40:00,1.045,19.500,22.600,337.160,1.180,-0.140,0.310,0.380,2.860,-0.560,-0.360,11
2017-12-01 13:40:00,0.990,19.010,22.850,358.980,10.310,6.460,0.350,0.380,2.670,-0.430,-0.250,12
2017-12-04 13:40:00,1.043,19.690,23.460,399.960,-6.510,-0.150,0.440,0.370,1.640,-0.130,-0.160,12
2017-12-05 13:40:00,1.023,24.820,23.700,400.670,3.780,-1.080,0.370,0.370,1.510,-0.190,-0.300,12
2017-12-06 13:40:00,1.000,28.850,23.880,398.340,-3.820,-4.720,0.320,0.370,1.430,-0.080,-0.150,12
2017-12-07 13:40:00,1.054,29.200,24.050,379.970,0.210,0.550,0.420,0.370,1.850,0.310,0.310,12
