gfsen_public_time,Normal_vwap,VALUE_hdd,10Y_NORMAL_hdd,Sum_Value_hdd,Delta_Full_hdd,Delta_Sub_hdd,VALUE_cdd,10Y_NORMAL_cdd,Sum_Value_cdd,Delta_Full_cdd,Delta_Sub_cdd,Month
2015-03-04 06:28:00,1.009,30.210,22.910,374.400,-3.810,-2.970,0.590,0.560,5.930,0.160,0.170,3
2015-03-05 06:28:00,1.020,38.250,22.560,365.430,-2.130,1.010,0.480,0.570,5.750,0.280,0.230,3
2015-03-06 06:28:00,1.006,37.130,22.330,328.900,-19.860,-11.110,0.240,0.570,4.970,-0.160,-0.320,3
2015-03-09 07:28:00,0.985,21.210,21.280,281.520,-2.830,-0.100,0.350,0.590,6.680,-0.750,-0.480,3
2015-03-10 07:28:00,1.004,17.710,21.030,282.100,-1.690,-2.410,0.580,0.600,6.980,0.240,0.290,3
2015-03-11 07:28:00,1.042,16.870,20.710,288.760,5.670,2.240,0.760,0.600,6.280,-0.440,-0.110,3
2015-03-12 07:28:00,0.977,17.920,20.470,292.750,-2.420,-2.260,0.670,0.610,4.960,-0.600,-0.200,3
2015-03-13 07:28:00,1.007,16.380,20.150,291.710,15.830,11.220,0.680,0.610,5.740,-0.260,-0.230,3
2015-03-16 07:28:00,1.006,12.160,19.270,277.380,-2.520,0.910,0.810,0.690,6.800,0.160,0.300,3
2015-03-17 07:28:00,1.026,16.610,19.000,298.600,-0.500,0.830,0.970,0.700,6.870,0.400,0.310,3
2015-03-18 07:28:00,1.042,20.510,18.720,293.640,-3.780,-0.450,0.730,0.720,6.800,0.370,0.220,3
2015-03-19 07:28:00,0.975,19.530,18.420,288.500,10.850,11.320,0.920,0.730,7.370,0.430,-0.220,3
2015-03-20 07:28:00,0.976,17.930,18.160,292.170,3.430,1.650,0.890,0.760,7.400,-0.410,-0.300,3
2015-03-23 07:28:00,1.011,23.110,17.420,286.330,7.940,6.170,0.540,0.800,9.510,0.340,0.560,3
2015-03-24 07:28:00,1.005,21.570,17.070,273.360,-11.840,-11.450,0.730,0.830,9.680,0.220,0.590,3
2015-03-25 07:28:00,0.981,16.880,16.790,259.780,-16.640,-12.990,0.850,0.840,9.440,0.920,0.650,3
2015-03-26 07:28:00,0.983,17.340,16.580,259.700,1.860,3.140,0.980,0.880,10.440,-0.380,-0.330,3
2015-03-27 07:28:00,0.983,22.410,16.240,254.420,-4.550,-2.820,0.850,0.920,10.750,-0.800,-0.640,3
2015-03-30 07:28:00,1.006,15.120,15.520,214.330,-3.120,-2.400,0.740,0.980,13.740,0.460,0.580,3
2015-03-31 07:28:00,0.988,14.670,15.320,209.250,-3.840,-1.340,1.180,1.010,14.520,0.690,0.720,3
2015-04-01 07:28:00,0.991,14.300,15.060,214.120,-5.460,-0.760,1.420,1.020,14.810,-0.210,0.050,4
2015-04-02 07:28:00,1.034,12.220,14.710,192.580,-17.280,-7.580,1.560,1.020,17.830,2.040,1.330,4
2015-04-06 07:28:00,1.003,13.210,13.810,186.460,4.250,-0.270,1.300,1.190,18.420,0.620,1.000,4
2015-04-07 07:28:00,1.008,12.940,13.600,179.800,-2.390,-2.830,2.150,1.240,17.470,-0.640,-0.010,4
2015-04-08 07:28:00,0.995,12.830,13.330,169.320,-1.640,-0.380,2.500,1.280,18.430,-0.940,-0.660,4
2015-04-09 07:28:00,0.964,11.700,13.080,173.210,5.520,4.860,2.510,1.290,15.940,-0.780,-0.330,4
2015-04-10 07:28:00,0.989,12.140,12.750,175.110,5.050,2.350,1.380,1.320,15.220,0.510,0.230,4
2015-04-13 07:28:00,1.005,8.330,12.050,175.760,-0.810,-0.620,1.750,1.420,16.430,-0.320,0.960,4
2015-04-14 07:28:00,1.000,10.610,11.780,179.330,0.560,0.300,1.780,1.470,16.550,-0.670,-0.090,4
2015-04-15 07:28:00,1.016,11.170,11.540,183.050,-4.600,-2.990,1.360,1.530,17.580,-0.050,-0.190,4
2015-04-16 07:28:00,1.033,9.360,11.320,181.450,-3.930,-1.670,1.420,1.550,18.860,1.260,0.810,4
2015-04-17 07:28:00,0.990,6.230,11.070,183.320,2.100,-0.770,1.670,1.590,18.670,-1.340,-0.430,4
2015-04-20 07:28:00,0.989,11.220,10.350,183.270,4.170,2.530,1.140,1.770,21.430,0.190,0.110,4
2015-04-21 07:28:00,1.002,12.850,9.970,176.950,2.560,0.180,0.940,1.830,20.800,-2.140,-1.720,4
2015-04-22 07:28:00,1.003,14.990,9.800,167.770,-7.790,-2.190,1.290,1.900,22.450,0.390,0.350,4
2015-04-23 07:28:00,0.986,16.570,9.550,152.760,-4.850,-1.770,1.760,1.930,24.530,0.700,0.500,4
2015-04-24 07:28:00,0.992,15.290,9.240,137.430,0.250,1.270,1.770,1.980,24.920,0.640,0.670,4
2015-04-27 07:28:00,1.012,13.020,8.520,116.480,-1.370,-0.440,1.430,2.190,23.690,0.900,0.240,4
2015-04-28 07:28:00,1.008,11.220,8.250,101.220,-5.420,-4.830,1.070,2.330,27.280,2.210,2.060,4
2015-04-29 07:28:00,1.016,8.870,8.000,90.220,1.980,2.560,1.320,2.380,28.340,-0.330,0.200,4
2015-04-30 07:28:00,1.070,9.400,7.750,83.060,-0.470,-1.500,1.310,2.460,29.010,-1.440,-0.680,4
2015-05-01 07:28:00,1.019,8.370,7.540,70.900,2.060,2.480,1.410,2.590,33.520,0.430,-0.250,5
2015-05-04 07:28:00,1.025,3.220,6.780,69.290,3.470,2.960,1.870,2.860,37.620,-0.300,-0.210,5
2015-05-05 07:28:00,0.996,4.670,6.570,67.790,5.350,7.170,2.290,2.880,41.900,-0.080,-1.080,5
2015-05-06 07:28:00,1.001,4.580,6.310,69.930,1.210,1.700,2.420,2.980,41.650,-0.890,-1.320,5
2015-05-07 07:28:00,0.978,3.820,6.010,67.240,-3.660,-2.280,3.060,3.100,47.730,4.590,3.950,5
2015-05-08 07:28:00,1.042,3.870,5.810,73.440,4.240,1.450,3.690,3.220,46.040,-1.460,-2.220,5
2015-05-11 07:28:00,0.985,4.260,5.200,74.920,8.190,6.500,4.120,3.510,48.670,-3.510,-2.860,5
2015-05-12 07:28:00,1.014,7.540,4.970,69.340,1.080,1.600,2.620,3.650,51.100,-0.740,-1.120,5
2015-05-13 07:28:00,1.021,9.780,4.800,68.830,-0.130,-0.150,2.080,3.770,51.400,-1.110,-1.510,5
2015-05-14 07:28:00,1.038,8.320,4.620,68.580,-2.990,-3.700,2.450,3.860,53.980,1.820,1.630,5
2015-05-15 07:28:00,1.010,5.170,4.440,55.290,-4.380,-4.130,2.870,3.950,60.260,3.460,3.110,5
2015-05-18 07:28:00,1.000,4.510,3.890,64.380,-2.770,-1.480,4.350,4.440,57.860,3.090,1.920,5
2015-05-19 07:28:00,0.962,7.550,3.740,56.060,-1.500,-0.170,3.480,4.530,63.890,1.610,-0.340,5
2015-05-20 07:28:00,0.969,10.340,3.510,53.820,1.060,0.610,3.130,4.590,63.690,-0.280,-1.310,5
2015-05-21 07:28:00,0.999,9.650,3.290,40.040,-1.210,0.090,2.130,4.780,70.940,-1.100,-1.170,5
2015-05-22 07:28:00,0.992,8.460,3.140,32.510,2.120,0.720,1.590,4.900,75.200,-0.400,-0.350,5
2015-05-26 07:28:00,1.001,1.520,2.610,15.220,0.520,0.020,5.100,5.500,93.600,-0.510,-0.590,5
2015-05-27 07:28:00,0.983,1.190,2.480,20.320,-0.440,-0.610,5.470,5.610,91.850,5.780,5.840,5
2015-05-28 07:28:00,0.960,1.000,2.390,22.010,1.400,-0.280,4.960,5.750,86.570,-1.850,0.960,5
2015-05-29 07:28:00,0.979,1.180,2.150,25.050,0.500,0.730,5.420,5.860,82.030,-4.030,-3.330,5
2015-06-01 07:28:00,0.998,5.220,1.820,22.460,0.440,0.280,3.830,6.430,84.030,1.490,-0.820,6
2015-06-02 07:28:00,1.020,4.610,1.720,16.420,-0.900,-0.470,3.370,6.650,93.140,2.300,1.450,6
2015-06-03 07:28:00,0.971,3.240,1.620,14.020,-0.280,-0.100,3.440,6.720,98.750,3.480,2.040,6
2015-06-04 07:28:00,0.995,2.280,1.480,12.260,-0.210,-0.150,4.300,6.870,104.250,-0.010,-1.610,6
2015-06-05 07:28:00,0.993,1.930,1.380,11.460,0.270,-0.210,4.530,7.000,107.900,2.430,1.420,6
2015-06-08 07:28:00,1.020,0.540,1.120,5.510,0.010,0.270,7.320,7.500,121.320,0.640,-0.940,6
2015-06-09 07:28:00,1.032,0.360,0.950,5.470,-0.390,-0.520,7.230,7.620,131.670,2.490,1.580,6
2015-06-10 07:28:00,0.993,0.390,0.900,6.720,0.030,-0.430,7.320,7.790,133.870,1.450,1.880,6
2015-06-11 07:28:00,0.981,0.790,0.860,6.620,-0.070,-0.100,7.930,7.970,134.120,3.830,2.300,6
2015-06-12 07:28:00,0.989,0.830,0.730,6.150,-0.220,-0.350,8.360,8.140,133.940,-0.770,-0.910,6
2015-06-15 07:28:00,1.034,0.500,0.550,5.190,0.540,0.230,9.470,8.610,137.770,-0.290,0.960,6
2015-06-16 07:28:00,1.009,0.810,0.510,5.780,1.230,0.020,8.360,8.740,134.320,-2.810,-1.300,6
2015-06-17 07:28:00,0.995,0.590,0.460,4.200,0.260,0.060,8.060,8.940,136.170,-3.420,-2.710,6
2015-06-18 07:28:00,0.982,0.480,0.430,4.080,0.060,-0.030,8.470,9.140,135.800,0.150,-1.270,6
2015-06-19 07:28:00,1.023,1.050,0.410,3.640,0.130,0.180,8.280,9.270,136.440,-1.870,-2.500,6
2015-06-22 07:28:00,0.997,0.340,0.310,2.460,-0.380,-0.150,10.270,9.690,138.180,1.760,0.920,6
2015-06-23 07:28:00,0.982,0.350,0.300,4.990,-0.070,-0.090,9.330,9.930,133.950,1.060,1.900,6
2015-06-24 07:28:00,0.997,0.270,0.290,4.090,0.670,0.020,8.810,10.010,136.180,-0.480,1.410,6
2015-06-25 07:28:00,1.024,0.120,0.270,3.850,0.910,-0.030,9.030,10.110,139.050,0.280,2.510,6
2015-06-26 07:28:00,0.981,0.330,0.240,3.140,0.230,-0.020,8.800,10.350,141.550,0.690,0.050,6
2015-06-29 07:28:00,1.014,0.510,0.190,2.870,0.960,0.070,7.260,10.850,136.590,-3.670,-0.980,6
2015-06-30 07:28:00,1.021,0.370,0.170,3.150,0.130,-0.060,8.660,10.960,142.570,4.340,2.840,6
2015-07-01 07:28:00,0.982,0.740,0.140,3.020,0.580,0.100,9.080,11.070,141.970,-1.540,-1.440,7
2015-07-02 07:28:00,1.001,0.940,0.120,2.950,0.420,0.140,8.240,11.200,148.300,-2.260,-1.830,7
2015-07-06 07:28:00,1.002,0.250,0.090,2.610,-0.110,-0.150,8.770,11.700,149.400,-0.850,1.800,7
2015-07-07 07:28:00,0.984,0.790,0.080,3.200,0.180,-0.020,8.910,11.820,154.230,5.060,7.110,7
2015-07-08 07:28:00,0.977,1.280,0.080,3.100,0.450,0.160,8.260,11.990,154.090,-7.190,-4.320,7
2015-07-09 07:28:00,1.014,0.420,0.060,1.750,0.060,0.180,8.170,12.080,158.840,1.600,2.370,7
2015-07-10 07:28:00,1.008,0.190,0.060,1.380,0.030,-0.060,8.530,12.180,166.050,-0.270,-1.520,7
2015-07-13 07:28:00,1.018,0.090,0.050,2.140,0.250,0.050,11.160,12.350,162.820,-2.930,-0.650,7
2015-07-14 07:28:00,0.981,0.120,0.040,2.370,0.070,-0.100,10.600,12.380,163.780,-4.780,-2.330,7
2015-07-15 07:28:00,1.006,0.550,0.030,2.200,0.210,0.090,8.880,12.430,172.120,-0.660,0.510,7
2015-07-16 07:28:00,0.976,0.440,0.030,1.650,-0.020,-0.010,8.390,12.510,176.460,-0.660,0.320,7
2015-07-17 07:28:00,1.011,0.200,0.030,1.350,0.130,0.080,10.140,12.560,176.350,-0.340,2.640,7
2015-07-20 07:28:00,1.004,0.070,0.020,1.600,0.080,0.060,12.180,12.580,159.840,-4.490,-1.860,7
2015-07-21 07:28:00,1.003,0.170,0.020,1.690,0.160,0.130,10.240,12.600,163.010,1.040,0.460,7
2015-07-22 07:28:00,1.007,0.350,0.020,1.730,0.030,-0.010,8.970,12.580,163.640,0.660,2.020,7
2015-07-23 07:28:00,0.972,0.210,0.010,1.330,-0.150,-0.030,9.040,12.580,163.370,-1.630,-2.510,7
2015-07-24 07:28:00,0.999,0.160,0.010,1.370,0.050,0.050,9.540,12.610,163.730,-0.890,-0.370,7
2015-07-27 07:28:00,1.011,0.230,0.010,1.330,-0.360,-0.530,11.180,12.540,156.110,-0.340,2.090,7
2015-07-28 07:28:00,1.001,0.190,0.010,0.990,-0.050,0.110,12.280,12.490,159.220,5.320,2.210,7
2015-07-29 07:28:00,1.018,0.070,0.010,0.930,0.240,0.110,12.550,12.420,153.380,-2.340,-3.700,7
2015-07-30 07:28:00,0.971,0.040,0.010,1.280,0.070,-0.070,12.180,12.360,148.710,0.860,0.090,7
2015-07-31 07:28:00,0.979,0.030,0.010,1.350,0.040,-0.210,11.070,12.310,144.610,2.610,2.930,7
2015-08-03 07:28:00,0.990,0.140,0.010,1.950,0.180,0.120,10.120,12.090,154.340,-3.120,-2.750,8
2015-08-04 07:28:00,1.005,0.200,0.010,1.580,0.060,0.050,9.940,11.960,155.810,-5.830,-4.190,8
2015-08-05 07:28:00,0.986,0.330,0.030,1.400,0.030,0.010,9.850,11.890,148.030,-6.570,-3.590,8
2015-08-06 07:28:00,1.021,0.260,0.030,1.740,-0.320,-0.150,9.460,11.830,144.540,2.390,1.660,8
2015-08-07 07:28:00,0.999,0.160,0.030,1.290,-0.160,0.160,9.130,11.750,145.600,0.380,-0.750,8
2015-08-10 07:28:00,0.999,0.080,0.040,1.500,0.120,-0.000,9.810,11.480,148.790,-0.150,0.160,8
2015-08-11 07:28:00,1.009,0.050,0.050,1.770,0.440,0.230,9.400,11.410,147.910,0.640,2.500,8
2015-08-12 07:28:00,1.019,0.180,0.050,1.610,0.060,-0.110,8.670,11.300,151.220,-3.330,-1.780,8
2015-08-13 07:28:00,0.958,0.170,0.050,1.580,0.140,-0.060,9.110,11.240,154.620,0.470,0.760,8
2015-08-14 07:28:00,0.995,0.120,0.050,1.580,-0.040,-0.150,10.160,11.160,153.560,-3.540,-1.730,8
2015-08-17 07:28:00,0.991,0.090,0.070,4.520,-0.610,-0.200,11.120,10.780,136.400,4.430,4.620,8
2015-08-18 07:28:00,0.997,0.420,0.080,7.170,0.960,0.640,10.860,10.710,120.430,-6.130,-4.430,8
2015-08-19 07:28:00,0.994,0.870,0.100,7.620,-0.020,-0.300,9.510,10.650,123.700,0.550,0.770,8
2015-08-20 07:28:00,1.015,0.790,0.110,7.810,0.670,0.090,8.180,10.560,129.890,-0.360,-0.280,8
2015-08-21 07:28:00,0.987,0.570,0.120,8.460,0.450,0.300,7.980,10.430,123.380,-2.560,-2.270,8
2015-08-24 07:28:00,1.004,1.430,0.150,8.550,-0.250,-0.090,8.160,10.120,122.270,-5.980,-5.420,8
2015-08-25 07:28:00,0.996,1.770,0.180,7.890,0.590,0.550,7.770,10.010,130.490,1.430,1.060,8
2015-08-26 07:28:00,0.997,1.340,0.200,6.260,-0.550,-0.140,7.130,9.930,129.410,-0.250,-1.180,8
2015-08-27 07:28:00,0.983,1.130,0.240,5.960,-0.160,-0.210,7.320,9.820,126.560,0.320,-0.290,8
2015-08-31 07:28:00,1.012,0.200,0.390,10.840,-0.100,0.090,9.390,9.320,116.840,-3.120,-2.310,8
2015-09-01 07:28:00,0.999,0.180,0.420,13.930,-0.330,-0.290,9.780,9.120,116.220,0.030,0.400,9
2015-09-02 07:28:00,0.993,0.310,0.450,18.160,0.960,0.830,10.300,8.990,113.210,3.070,1.970,9
2015-09-03 07:28:00,1.032,0.470,0.480,17.780,-1.690,-3.630,10.320,8.870,108.550,-0.610,2.150,9
2015-09-04 07:28:00,0.991,0.650,0.490,19.380,-3.390,-2.300,9.680,8.730,107.850,4.530,1.310,9
2015-09-08 07:28:00,1.010,0.410,0.700,24.660,3.500,2.870,11.110,8.150,88.810,-4.340,-2.190,9
2015-09-09 07:28:00,0.987,0.390,0.820,27.030,-1.050,-2.920,10.110,8.060,84.790,2.090,3.180,9
2015-09-10 07:28:00,0.999,0.730,0.950,26.250,1.880,0.990,7.830,7.930,77.520,-2.970,-1.340,9
2015-09-11 07:28:00,1.005,2.250,1.040,25.380,-1.500,-0.660,7.320,7.840,77.250,-0.560,-0.960,9
2015-09-14 07:28:00,1.016,2.270,1.300,28.250,-0.120,-1.610,3.770,7.310,71.680,-4.160,-1.820,9
2015-09-15 07:28:00,0.986,1.030,1.380,34.330,5.850,3.130,4.670,7.180,68.530,-4.320,-2.550,9
2015-09-16 07:28:00,0.986,1.050,1.520,41.800,0.200,-2.480,5.380,6.990,65.360,-0.400,1.360,9
2015-09-17 07:28:00,0.996,0.920,1.630,38.960,-1.010,-1.510,5.860,6.830,68.060,1.800,1.130,9
2015-09-18 07:28:00,0.987,1.190,1.780,49.380,6.000,3.440,6.220,6.720,63.850,-2.030,-1.160,9
2015-09-21 07:28:00,1.002,2.930,2.200,34.980,1.650,4.320,5.260,6.210,63.040,1.310,-0.500,9
2015-09-22 07:28:00,0.995,1.860,2.390,42.020,7.680,7.510,5.060,6.040,64.400,-1.500,-1.420,9
2015-09-23 07:28:00,0.990,1.430,2.560,42.860,-3.170,-2.020,4.900,5.890,63.500,2.040,0.880,9
2015-09-24 07:28:00,1.010,0.720,2.740,50.280,6.950,3.370,5.170,5.740,62.390,-2.370,-2.620,9
2015-09-25 07:28:00,1.001,1.200,2.920,56.230,-1.590,-5.990,5.190,5.560,59.260,0.050,0.260,9
2015-09-28 07:28:00,0.978,0.770,3.530,91.000,-3.350,-2.270,5.990,5.060,47.120,-0.490,-0.400,9
2015-09-29 07:28:00,0.984,1.760,3.690,96.080,6.640,6.860,6.070,4.840,42.630,-2.030,-1.400,9
2015-09-30 07:28:00,0.985,4.180,3.920,107.460,-3.750,-2.420,4.960,4.700,37.980,1.850,0.610,9
2015-10-01 07:28:00,0.969,6.680,4.170,92.620,-7.640,-4.100,3.420,4.490,40.650,2.050,0.800,10
2015-10-02 07:28:00,1.012,8.880,4.390,83.770,1.270,3.610,2.140,4.350,40.720,0.560,0.030,10
2015-10-05 07:28:00,1.001,5.190,5.040,94.610,-2.030,4.060,1.390,3.750,40.090,1.210,0.650,10
2015-10-06 07:28:00,1.002,3.680,5.350,90.390,-4.760,-4.600,2.170,3.670,44.760,-0.250,-0.710,10
2015-10-07 07:28:00,0.991,3.190,5.560,90.480,-5.120,-2.630,3.000,3.460,43.630,-0.010,-0.170,10
2015-10-08 07:28:00,1.008,3.010,5.800,100.390,-1.630,0.600,4.160,3.260,44.260,1.620,0.080,10
2015-10-09 07:28:00,1.009,4.750,6.100,122.830,-3.450,-6.660,4.500,3.130,38.240,0.730,0.790,10
2015-10-12 07:28:00,1.004,3.490,6.850,129.240,-7.690,-2.680,3.670,2.770,31.180,0.940,1.070,10
2015-10-13 07:28:00,0.996,5.310,7.210,141.930,-3.370,-4.380,3.600,2.650,28.640,-0.120,0.690,10
2015-10-14 07:28:00,1.011,7.100,7.490,137.490,-7.960,-6.290,3.530,2.430,29.080,1.200,0.450,10
2015-10-15 07:28:00,0.964,7.180,7.740,146.340,2.340,2.850,3.430,2.300,24.720,-1.080,-0.690,10
2015-10-16 07:28:00,1.001,10.690,8.170,149.240,15.770,15.240,2.570,2.200,21.760,-1.830,-1.990,10
2015-10-19 07:28:00,0.989,11.440,8.990,162.830,8.300,14.250,0.880,1.940,19.930,-0.450,-1.030,10
2015-10-20 07:28:00,0.997,5.980,9.260,159.010,-0.820,2.460,1.430,1.850,20.110,0.670,0.260,10
2015-10-21 07:28:00,0.990,4.930,9.620,143.140,-8.610,-6.120,2.190,1.830,23.020,1.750,1.070,10
2015-10-22 07:28:00,0.995,5.750,10.000,163.370,4.280,0.580,2.120,1.750,19.680,-0.750,-0.210,10
2015-10-23 07:28:00,0.974,8.400,10.350,178.590,1.830,0.970,2.420,1.600,16.940,-0.430,-0.450,10
2015-10-26 07:28:00,0.938,10.900,11.330,178.790,-2.330,-3.780,1.380,1.400,18.040,0.190,0.410,10
2015-10-27 07:28:00,1.020,10.760,11.630,188.020,-1.470,-0.250,1.520,1.340,17.840,-0.080,-0.170,10
2015-10-28 07:28:00,0.982,8.970,12.130,195.300,6.540,7.150,1.800,1.270,17.700,-0.180,-0.240,10
2015-10-29 07:28:00,0.966,11.620,12.420,199.050,-1.920,-1.870,1.300,1.190,17.420,0.070,0.350,10
2015-10-30 07:28:00,1.058,13.590,12.870,191.410,1.650,0.100,1.290,1.180,16.610,-0.660,-0.130,10
2015-11-02 06:28:00,1.008,8.260,13.960,201.140,-9.760,-5.680,1.440,1.050,14.220,0.170,0.180,11
2015-11-03 06:28:00,0.990,7.950,14.380,211.220,-0.780,-0.550,1.370,1.000,14.410,0.870,0.590,11
2015-11-04 06:28:00,0.984,7.510,14.680,221.430,-1.700,2.100,1.510,0.960,11.990,0.050,-0.170,11
2015-11-05 06:28:00,1.023,6.640,15.020,235.830,3.620,4.330,2.100,0.910,12.000,0.040,-0.130,11
2015-11-06 06:28:00,0.995,8.920,15.410,247.140,1.680,2.460,1.970,0.820,10.610,0.360,0.200,11
2015-11-09 06:28:00,0.985,16.090,16.450,262.150,-4.650,-3.040,0.840,0.680,7.450,0.010,0.180,11
2015-11-10 06:28:00,1.001,14.170,16.770,264.650,-2.320,0.570,0.890,0.670,8.610,1.170,0.690,11
2015-11-11 06:28:00,0.972,13.910,17.080,277.330,11.070,10.910,1.060,0.640,6.720,-1.470,-1.360,11
2015-11-12 06:28:00,0.996,14.650,17.460,280.910,0.150,3.170,0.740,0.640,7.040,-0.600,-0.640,11
2015-11-13 06:28:00,1.027,17.740,17.710,277.840,-10.480,-5.790,0.560,0.630,8.230,1.210,0.630,11
2015-11-16 06:28:00,0.988,14.950,18.670,308.740,-12.900,-14.730,0.830,0.500,6.590,0.460,0.500,11
2015-11-17 06:28:00,1.026,14.290,18.980,314.460,-2.480,0.030,0.850,0.490,7.880,1.290,0.940,11
2015-11-18 06:28:00,0.993,13.190,19.300,332.650,-11.270,-7.400,0.880,0.470,7.430,0.640,0.290,11
2015-11-19 06:28:00,0.977,15.070,19.510,349.190,-15.050,-12.460,0.790,0.470,5.840,-0.290,-0.420,11
2015-11-20 06:28:00,0.969,18.410,19.790,350.310,-12.920,-7.620,0.710,0.470,6.320,0.480,0.150,11
2015-11-23 06:28:00,1.039,24.200,20.650,362.850,2.560,1.720,0.120,0.440,4.390,0.080,0.330,11
2015-11-24 06:28:00,1.031,22.500,20.830,339.400,7.390,5.150,0.130,0.430,5.530,0.260,0.200,11
2015-11-25 06:28:00,1.022,19.870,21.120,345.330,2.860,2.720,0.430,0.430,5.000,0.030,0.090,11
2015-11-30 06:28:00,1.010,23.050,22.410,337.000,1.710,1.840,0.530,0.380,4.300,0.000,-0.270,11
2015-12-01 06:28:00,1.002,21.260,22.600,328.410,-8.430,-7.430,0.610,0.380,4.860,0.500,0.360,12
2015-12-02 06:28:00,0.985,21.230,22.850,328.340,2.890,2.190,0.600,0.380,3.830,-0.170,-0.120,12
2015-12-03 06:28:00,1.010,22.660,23.010,314.440,2.830,3.510,0.340,0.380,4.380,-0.740,-0.750,12
2015-12-04 06:28:00,1.000,22.690,23.210,320.140,7.810,8.690,0.280,0.380,4.650,-0.140,-0.250,12
2015-12-07 06:28:00,0.969,18.580,23.880,332.240,7.400,5.920,0.260,0.370,4.000,0.120,0.300,12
2015-12-08 06:28:00,1.022,17.770,24.050,324.060,-4.810,-6.620,0.270,0.370,5.040,0.400,0.600,12
2015-12-09 06:28:00,0.978,15.990,24.250,325.680,-3.650,1.330,0.370,0.360,5.840,0.150,-0.090,12
2015-12-10 06:28:00,0.980,13.900,24.480,336.700,-5.690,-1.470,0.530,0.360,6.230,0.780,0.360,12
2015-12-11 06:28:00,1.009,14.330,24.660,338.870,9.340,3.910,0.670,0.360,5.810,0.070,-0.030,12
2015-12-14 06:28:00,1.010,14.990,25.370,310.590,-2.700,-3.820,0.680,0.350,6.980,-0.020,-0.120,12
2015-12-15 06:28:00,0.991,19.280,25.510,323.510,-2.790,2.360,0.620,0.340,7.350,0.620,0.270,12
2015-12-16 06:28:00,0.994,21.120,25.660,334.060,6.190,6.960,0.630,0.330,7.990,0.190,-0.090,12
2015-12-17 06:28:00,0.957,22.870,25.800,338.200,-4.940,-6.350,0.700,0.330,8.170,0.140,0.350,12
2015-12-18 06:28:00,1.006,26.750,26.050,350.900,5.060,7.270,0.210,0.330,7.490,0.590,0.220,12
2015-12-21 06:28:00,1.056,19.950,26.550,360.600,12.800,7.750,0.530,0.300,8.070,-0.540,-0.260,12
