gfsen_public_time,Normal_vwap,VALUE_hdd,10Y_NORMAL_hdd,Sum_Value_hdd,Delta_Full_hdd,Delta_Sub_hdd,VALUE_cdd,10Y_NORMAL_cdd,Sum_Value_cdd,Delta_Full_cdd,Delta_Sub_cdd,Month
2015-04-22 01:28:00,0.997,15.310,9.800,175.560,-0.480,-3.250,1.340,1.900,22.060,-0.510,-0.260,4
2015-04-23 01:28:00,0.999,16.770,9.550,157.610,-11.260,-9.600,1.760,1.930,23.830,0.610,0.370,4
2015-04-24 01:28:00,1.000,15.660,9.240,137.180,2.540,0.740,1.700,1.980,24.280,-0.040,-0.390,4
2015-04-27 01:28:00,1.002,13.290,8.520,117.850,6.500,2.680,1.380,2.190,22.790,-2.250,-1.570,4
2015-04-28 01:28:00,1.000,11.670,8.250,106.640,2.650,5.090,1.070,2.330,25.070,-1.010,-1.180,4
2015-04-29 01:28:00,1.009,9.160,8.000,88.240,-1.840,-2.210,1.320,2.380,28.670,0.390,0.470,4
2015-04-30 01:28:00,1.000,9.460,7.750,83.530,4.930,7.440,1.300,2.460,30.450,-1.660,-2.360,4
2015-05-01 01:28:00,0.994,8.510,7.540,68.840,-3.900,-4.310,1.340,2.590,33.090,2.940,2.170,5
2015-05-04 01:28:00,0.995,3.420,6.780,65.820,-1.570,-1.580,1.760,2.860,37.920,1.490,-0.170,5
2015-05-05 01:28:00,0.996,4.370,6.570,62.440,-13.600,-12.090,2.250,2.880,41.980,4.720,3.140,5
2015-05-06 01:28:00,1.008,4.380,6.310,68.720,0.410,-2.250,2.380,2.980,42.540,0.320,0.780,5
2015-05-07 01:28:00,0.999,3.820,6.010,70.900,1.060,1.490,2.970,3.100,43.140,-0.220,-0.680,5
2015-05-08 01:28:00,0.997,3.820,5.810,69.200,-2.150,-3.590,3.640,3.220,47.500,2.490,2.840,5
2015-05-11 01:28:00,0.986,4.220,5.200,66.730,-0.520,2.570,4.110,3.510,52.180,-2.690,-3.530,5
2015-05-12 01:28:00,1.005,7.720,4.970,68.260,3.330,2.930,2.600,3.650,51.840,-0.850,-0.340,5
2015-05-13 01:28:00,0.989,9.900,4.800,68.960,7.690,6.110,2.050,3.770,52.510,-2.940,-3.220,5
2015-05-14 01:28:00,0.999,8.550,4.620,71.570,4.410,1.080,2.390,3.860,52.160,-0.180,-0.770,5
2015-05-15 01:28:00,0.999,5.100,4.440,59.670,0.450,0.080,2.930,3.950,56.800,-1.800,-1.150,5
2015-05-18 01:28:00,1.006,4.510,3.890,67.150,0.250,2.060,4.480,4.440,54.770,-1.630,-2.110,5
2015-05-19 01:28:00,0.998,7.840,3.740,57.560,-3.820,-0.750,3.500,4.530,62.280,2.750,2.010,5
2015-05-20 01:28:00,1.002,10.370,3.510,52.760,-1.750,-1.680,3.080,4.590,63.970,1.980,2.200,5
2015-05-21 01:28:00,0.997,9.760,3.290,41.250,-1.240,-0.580,2.100,4.780,72.040,2.490,2.630,5
2015-05-22 01:28:00,1.002,8.430,3.140,30.390,-2.720,-0.570,1.480,4.900,75.600,0.580,-0.320,5
2015-05-26 01:28:00,0.999,1.510,2.610,14.700,0.830,-0.220,5.050,5.500,94.110,0.800,2.390,5
2015-05-27 01:28:00,0.996,1.180,2.480,20.760,3.240,-0.100,5.520,5.610,86.070,-5.580,-2.250,5
2015-05-28 01:28:00,1.000,0.960,2.390,20.610,-0.640,-0.260,4.970,5.750,88.420,0.420,0.210,5
2015-05-29 01:28:00,1.001,1.210,2.150,24.550,2.450,-0.160,5.420,5.860,86.060,-1.430,0.250,5
2015-06-01 01:28:00,1.004,4.860,1.820,22.020,0.020,1.400,3.920,6.430,82.540,-3.330,-4.190,6
2015-06-02 01:28:00,1.001,4.590,1.720,17.320,-1.210,-1.250,3.360,6.650,90.840,1.920,0.460,6
2015-06-03 01:28:00,1.007,3.140,1.620,14.300,-0.410,-0.120,3.410,6.720,95.270,-0.160,1.350,6
2015-06-04 01:28:00,1.000,2.430,1.480,12.470,-0.660,-0.070,4.180,6.870,104.260,2.050,1.450,6
2015-06-05 01:28:00,0.997,1.860,1.380,11.190,0.570,0.250,4.440,7.000,105.470,-4.360,-3.110,6
2015-06-08 01:28:00,1.006,0.500,1.120,5.500,-0.280,0.000,7.550,7.500,120.680,-0.230,0.830,6
2015-06-09 01:28:00,1.000,0.260,0.950,5.860,0.710,0.580,7.560,7.620,129.180,0.910,-3.660,6
2015-06-10 01:28:00,1.008,0.430,0.900,6.690,0.200,-0.030,7.300,7.790,132.420,-2.820,-0.170,6
2015-06-11 01:28:00,1.001,0.710,0.860,6.690,0.420,0.030,7.980,7.970,130.290,-2.520,-0.950,6
2015-06-12 01:28:00,0.997,0.840,0.730,6.370,0.430,0.150,8.420,8.140,134.710,-4.210,-3.550,6
2015-06-15 01:28:00,1.002,0.490,0.550,4.650,-0.290,-0.340,9.600,8.610,138.060,-5.900,-3.570,6
2015-06-16 01:28:00,0.999,0.760,0.510,4.550,0.490,0.160,8.400,8.740,137.130,-5.410,-2.800,6
2015-06-17 01:28:00,0.991,0.590,0.460,3.940,-0.270,0.140,8.100,8.940,139.590,-2.030,-2.110,6
2015-06-18 01:28:00,1.003,0.470,0.430,4.020,-0.120,-0.400,8.630,9.140,135.650,2.430,5.100,6
2015-06-19 01:28:00,0.997,1.040,0.410,3.510,-0.260,-0.160,8.320,9.270,138.310,4.390,1.960,6
2015-06-22 01:28:00,1.001,0.330,0.310,2.840,0.200,0.090,10.200,9.690,136.420,-0.370,-0.170,6
2015-06-23 01:28:00,1.004,0.380,0.300,5.060,0.010,0.080,9.440,9.930,132.890,0.270,-0.250,6
2015-06-24 01:28:00,0.996,0.280,0.290,3.420,-0.630,0.010,8.690,10.010,136.660,-0.700,-1.310,6
2015-06-25 01:28:00,1.000,0.160,0.270,2.940,-0.050,-0.030,9.200,10.110,138.770,-1.030,1.090,6
2015-06-26 01:28:00,1.007,0.400,0.240,2.910,0.270,-0.010,8.860,10.350,140.860,-0.870,0.020,6
2015-06-29 01:28:00,1.006,0.540,0.190,1.910,0.400,0.090,7.250,10.850,140.260,-3.160,-1.530,6
2015-06-30 01:28:00,0.998,0.380,0.170,3.020,0.350,0.150,8.660,10.960,138.230,-6.000,-3.310,6
2015-07-01 01:28:00,0.995,0.630,0.140,2.440,-0.440,-0.320,9.190,11.070,143.510,-1.750,-0.830,7
2015-07-02 01:28:00,0.996,0.930,0.120,2.530,0.540,0.010,8.210,11.200,150.560,-0.230,1.600,7
2015-07-06 01:28:00,1.001,0.250,0.090,2.720,0.170,0.260,8.980,11.700,150.250,-5.820,-5.070,7
2015-07-07 01:28:00,0.991,0.730,0.080,3.020,-0.100,-0.170,8.990,11.820,149.170,3.190,-0.220,7
2015-07-08 01:28:00,0.995,1.170,0.080,2.650,0.030,0.000,8.270,11.990,161.280,1.650,0.770,7
2015-07-09 01:28:00,1.000,0.460,0.060,1.690,-0.010,-0.120,8.090,12.080,157.240,-3.460,-2.980,7
2015-07-10 01:28:00,1.000,0.200,0.060,1.350,-0.150,-0.180,8.420,12.180,166.320,4.070,4.070,7
2015-07-13 01:28:00,1.000,0.090,0.050,1.890,0.130,-0.130,11.150,12.350,165.750,-2.940,-2.270,7
2015-07-14 01:28:00,1.002,0.110,0.040,2.300,-0.090,0.020,10.770,12.380,168.560,0.440,-0.210,7
2015-07-15 01:28:00,1.002,0.500,0.030,1.990,-0.290,-0.160,8.970,12.430,172.780,-0.630,-0.050,7
2015-07-16 01:28:00,1.002,0.440,0.030,1.670,-0.010,0.030,8.510,12.510,177.120,-1.900,-0.220,7
2015-07-17 01:28:00,0.992,0.210,0.030,1.220,-0.220,-0.090,10.140,12.560,176.690,-3.810,-3.430,7
2015-07-20 01:28:00,0.990,0.070,0.020,1.520,0.170,-0.050,12.270,12.580,164.330,1.310,2.670,7
2015-07-21 01:28:00,1.004,0.180,0.020,1.530,-0.080,-0.020,10.360,12.600,161.970,3.260,2.640,7
2015-07-22 01:28:00,1.006,0.310,0.020,1.700,0.210,-0.010,8.900,12.580,162.980,1.410,2.360,7
2015-07-23 01:28:00,1.003,0.220,0.010,1.480,0.130,0.110,8.980,12.580,165.000,-4.200,-3.410,7
2015-07-24 01:28:00,0.997,0.180,0.010,1.320,-0.180,-0.160,9.490,12.610,164.620,3.490,2.770,7
2015-07-27 01:28:00,0.996,0.240,0.010,1.690,0.340,0.550,11.180,12.540,156.450,-0.010,-2.420,7
2015-07-28 01:28:00,0.999,0.200,0.010,1.040,-0.170,-0.200,12.310,12.490,153.900,-0.340,0.080,7
2015-07-29 01:28:00,0.992,0.070,0.010,0.690,-0.280,-0.140,12.610,12.420,155.720,2.300,1.530,7
2015-07-30 01:28:00,1.005,0.040,0.010,1.210,0.140,-0.180,12.100,12.360,147.850,2.340,5.220,7
2015-07-31 01:28:00,1.004,0.030,0.010,1.310,0.130,0.080,10.900,12.310,142.000,-0.830,-0.210,7
2015-08-03 01:28:00,1.001,0.140,0.010,1.770,-0.350,-0.160,10.240,12.090,157.460,5.500,1.770,8
2015-08-04 01:28:00,1.002,0.200,0.010,1.520,0.020,0.070,9.880,11.960,161.640,-2.510,-2.440,8
2015-08-05 01:28:00,1.000,0.260,0.030,1.370,-0.200,-0.030,9.900,11.890,154.600,1.680,0.510,8
2015-08-06 01:28:00,1.002,0.280,0.030,2.060,0.650,0.150,9.310,11.830,142.150,-1.150,-0.180,8
2015-08-07 01:28:00,1.004,0.160,0.030,1.450,-0.210,-0.100,9.070,11.750,145.220,-2.420,-2.690,8
2015-08-10 01:28:00,1.000,0.070,0.040,1.380,-0.340,-0.260,10.040,11.480,148.940,-3.070,-2.930,8
2015-08-11 01:28:00,1.002,0.050,0.050,1.330,-0.400,-0.260,9.240,11.410,147.270,3.420,0.440,8
2015-08-12 01:28:00,1.001,0.250,0.050,1.550,-0.190,-0.100,8.590,11.300,154.550,4.280,1.900,8
2015-08-13 01:28:00,1.002,0.190,0.050,1.440,-0.120,0.100,8.920,11.240,154.150,-0.700,-1.010,8
2015-08-14 01:28:00,1.001,0.130,0.050,1.620,0.130,0.040,10.060,11.160,157.100,3.350,1.220,8
2015-08-17 01:28:00,0.999,0.090,0.070,5.130,1.590,0.520,11.220,10.780,131.970,-10.280,-7.410,8
2015-08-18 01:28:00,1.000,0.440,0.080,6.210,0.910,0.020,10.910,10.710,126.560,-4.900,-0.800,8
2015-08-19 01:28:00,1.001,0.880,0.100,7.640,0.480,0.180,9.650,10.650,123.150,3.360,3.210,8
2015-08-20 01:28:00,0.999,0.890,0.110,7.140,0.110,-0.080,8.240,10.560,130.250,0.410,0.750,8
2015-08-21 01:28:00,0.998,0.480,0.120,8.010,0.150,-0.130,8.180,10.430,125.940,1.530,0.730,8
2015-08-24 01:28:00,1.001,1.450,0.150,8.800,-0.160,0.010,8.190,10.120,128.250,10.290,7.820,8
2015-08-25 01:28:00,1.000,1.840,0.180,7.300,-0.760,-0.220,7.770,10.010,129.060,-2.550,-3.340,8
2015-08-26 01:28:00,1.001,1.430,0.200,6.810,0.090,0.060,7.110,9.930,129.660,-0.110,1.170,8
2015-08-27 01:28:00,1.004,1.170,0.240,6.120,-0.510,-0.400,7.200,9.820,126.240,1.280,0.690,8
2015-08-31 01:28:00,1.003,0.190,0.390,10.940,-0.720,-1.090,9.600,9.320,119.960,0.790,2.580,8
2015-09-01 01:28:00,1.001,0.190,0.420,14.260,-0.630,-0.840,9.890,9.120,116.190,-1.300,-0.230,9
2015-09-02 01:28:00,1.002,0.310,0.450,17.200,3.120,3.030,10.240,8.990,110.140,-2.010,-2.120,9
2015-09-03 01:28:00,0.994,0.440,0.480,19.470,-0.950,1.340,10.480,8.870,109.160,0.490,-1.210,9
2015-09-04 01:28:00,0.996,0.640,0.490,22.770,-1.440,-1.370,9.570,8.730,103.320,0.730,1.480,9
2015-09-08 01:28:00,0.996,0.400,0.700,21.160,-5.690,-5.610,11.160,8.150,93.150,4.490,3.340,9
2015-09-09 01:28:00,1.001,0.450,0.820,28.080,-3.050,-1.600,9.920,8.060,82.700,-0.490,-1.230,9
2015-09-10 01:28:00,1.000,0.590,0.950,24.370,-3.710,-2.400,8.160,7.930,80.490,0.670,-0.030,9
2015-09-11 01:28:00,1.001,2.180,1.040,26.880,-6.060,-5.540,7.280,7.840,77.810,5.050,3.840,9
2015-09-14 01:28:00,1.000,2.400,1.300,28.370,1.310,2.760,3.730,7.310,75.840,2.970,1.050,9
2015-09-15 01:28:00,0.995,1.100,1.380,28.480,-1.820,-3.760,4.460,7.180,72.850,1.210,1.800,9
2015-09-16 01:28:00,0.998,1.130,1.520,41.600,4.850,7.160,5.130,6.990,65.760,-1.520,-1.270,9
2015-09-17 01:28:00,1.000,0.920,1.630,39.970,4.310,4.510,5.750,6.830,66.260,-0.670,-1.260,9
2015-09-18 01:28:00,0.998,1.200,1.780,43.380,6.230,7.240,6.210,6.720,65.880,-0.810,-1.600,9
2015-09-21 01:28:00,0.999,2.930,2.200,33.330,2.470,1.710,5.220,6.210,61.730,1.910,2.150,9
2015-09-22 01:28:00,0.997,1.930,2.390,34.340,4.390,4.940,4.930,6.040,65.900,0.620,-1.240,9
2015-09-23 01:28:00,1.004,1.520,2.560,46.030,6.790,2.920,4.830,5.890,61.460,-0.630,0.170,9
2015-09-24 01:28:00,1.000,0.810,2.740,43.330,9.050,6.010,5.110,5.740,64.760,-1.490,-0.980,9
2015-09-25 01:28:00,0.999,1.260,2.920,57.820,-2.310,-0.360,5.090,5.560,59.210,0.290,-0.300,9
2015-09-28 01:28:00,0.999,0.630,3.530,94.350,0.740,0.860,6.000,5.060,47.610,3.310,2.730,9
2015-09-29 01:28:00,0.998,1.780,3.690,89.440,-6.000,-8.080,6.030,4.840,44.660,-0.540,1.120,9
2015-09-30 01:28:00,1.000,4.300,3.920,111.210,8.900,6.670,4.910,4.700,36.130,-1.800,-0.850,9
2015-10-01 01:28:00,1.000,7.090,4.170,100.260,0.950,4.920,3.330,4.490,38.600,2.030,0.790,10
2015-10-02 01:28:00,1.002,8.920,4.390,82.500,-4.240,-1.920,2.070,4.350,40.160,1.000,0.140,10
2015-10-05 01:28:00,0.998,5.250,5.040,96.640,1.070,4.840,1.370,3.750,38.880,-0.670,-1.210,10
2015-10-06 01:28:00,1.004,3.770,5.350,95.150,0.590,1.710,2.100,3.670,45.010,1.430,1.250,10
2015-10-07 01:28:00,1.000,3.400,5.560,95.600,4.480,0.940,2.970,3.460,43.640,-1.130,0.660,10
2015-10-08 01:28:00,1.005,3.180,5.800,102.020,-0.810,-0.160,4.080,3.260,42.640,1.250,1.950,10
2015-10-09 01:28:00,0.996,4.910,6.100,126.280,13.290,11.000,4.360,3.130,37.510,-0.980,-2.000,10
2015-10-12 01:28:00,0.996,3.680,6.850,136.930,7.530,10.730,3.700,2.770,30.240,-0.840,-2.140,10
2015-10-13 01:28:00,0.998,5.590,7.210,145.300,-3.350,-3.190,3.580,2.650,28.760,0.890,0.370,10
2015-10-14 01:28:00,1.005,7.170,7.490,145.450,2.320,0.730,3.440,2.430,27.880,-0.410,-0.370,10
2015-10-15 01:28:00,1.004,7.150,7.740,144.000,0.420,-2.410,3.410,2.300,25.800,0.090,0.280,10
2015-10-16 01:28:00,1.005,10.750,8.170,133.470,-8.130,-5.720,2.550,2.200,23.590,0.210,0.360,10
2015-10-19 01:28:00,1.001,11.480,8.990,154.530,-10.800,-8.840,0.860,1.940,20.380,1.010,0.500,10
2015-10-20 01:28:00,1.002,6.290,9.260,159.830,-13.300,-9.540,1.330,1.850,19.440,-0.980,-0.550,10
2015-10-21 01:28:00,0.997,5.100,9.620,151.750,-10.670,-4.270,2.170,1.830,21.270,1.050,0.310,10
2015-10-22 01:28:00,0.996,5.820,10.000,159.090,5.930,6.370,2.080,1.750,20.430,-0.550,-0.460,10
2015-10-23 01:28:00,0.997,8.660,10.350,176.760,0.240,1.760,2.430,1.600,17.370,-0.360,-0.350,10
2015-10-26 01:28:00,0.999,10.960,11.330,181.120,-3.540,3.220,1.410,1.400,17.850,-0.200,-0.720,10
2015-10-27 01:28:00,1.025,10.750,11.630,189.490,-3.270,-4.870,1.480,1.340,17.920,0.690,0.690,10
2015-10-28 01:28:00,0.996,9.070,12.130,188.760,0.030,-2.130,1.730,1.270,17.880,0.150,-0.090,10
2015-10-29 01:28:00,1.003,11.780,12.420,200.970,2.820,6.040,1.250,1.190,17.350,1.240,0.200,10
2015-10-30 01:28:00,0.993,13.670,12.870,189.760,-11.340,-5.050,1.320,1.180,17.270,0.860,0.600,10
2015-11-02 06:28:00,0.997,8.260,13.960,201.140,-9.760,-5.680,1.440,1.050,14.220,0.170,0.180,11
2015-11-03 06:28:00,1.001,7.950,14.380,211.220,-0.780,-0.550,1.370,1.000,14.410,0.870,0.590,11
2015-11-04 06:28:00,1.002,7.510,14.680,221.430,-1.700,2.100,1.510,0.960,11.990,0.050,-0.170,11
2015-11-05 06:28:00,1.004,6.640,15.020,235.830,3.620,4.330,2.100,0.910,12.000,0.040,-0.130,11
2015-11-06 06:28:00,1.002,8.920,15.410,247.140,1.680,2.460,1.970,0.820,10.610,0.360,0.200,11
2015-11-09 06:28:00,0.997,16.090,16.450,262.150,-4.650,-3.040,0.840,0.680,7.450,0.010,0.180,11
2015-11-10 06:28:00,1.007,14.170,16.770,264.650,-2.320,0.570,0.890,0.670,8.610,1.170,0.690,11
2015-11-11 06:28:00,1.008,13.910,17.080,277.330,11.070,10.910,1.060,0.640,6.720,-1.470,-1.360,11
2015-11-12 06:28:00,0.994,14.650,17.460,280.910,0.150,3.170,0.740,0.640,7.040,-0.600,-0.640,11
2015-11-13 06:28:00,1.001,17.740,17.710,277.840,-10.480,-5.790,0.560,0.630,8.230,1.210,0.630,11
2015-11-16 06:28:00,1.005,14.950,18.670,308.740,-12.900,-14.730,0.830,0.500,6.590,0.460,0.500,11
2015-11-17 06:28:00,1.009,14.290,18.980,314.460,-2.480,0.030,0.850,0.490,7.880,1.290,0.940,11
2015-11-18 06:28:00,0.993,13.190,19.300,332.650,-11.270,-7.400,0.880,0.470,7.430,0.640,0.290,11
2015-11-19 06:28:00,1.001,15.070,19.510,349.190,-15.050,-12.460,0.790,0.470,5.840,-0.290,-0.420,11
2015-11-20 06:28:00,0.997,18.410,19.790,350.310,-12.920,-7.620,0.710,0.470,6.320,0.480,0.150,11
2015-11-23 06:28:00,1.019,24.200,20.650,362.850,2.560,1.720,0.120,0.440,4.390,0.080,0.330,11
2015-11-24 06:28:00,0.991,22.500,20.830,339.400,7.390,5.150,0.130,0.430,5.530,0.260,0.200,11
2015-11-25 06:28:00,0.998,19.870,21.120,345.330,2.860,2.720,0.430,0.430,5.000,0.030,0.090,11
2015-11-30 06:28:00,1.003,23.050,22.410,337.000,1.710,1.840,0.530,0.380,4.300,0.000,-0.270,11
2015-12-01 06:28:00,1.002,21.260,22.600,328.410,-8.430,-7.430,0.610,0.380,4.860,0.500,0.360,12
2015-12-02 06:28:00,1.004,21.230,22.850,328.340,2.890,2.190,0.600,0.380,3.830,-0.170,-0.120,12
2015-12-03 06:28:00,1.001,22.660,23.010,314.440,2.830,3.510,0.340,0.380,4.380,-0.740,-0.750,12
2015-12-04 06:28:00,1.000,22.690,23.210,320.140,7.810,8.690,0.280,0.380,4.650,-0.140,-0.250,12
2015-12-07 06:28:00,1.001,18.580,23.880,332.240,7.400,5.920,0.260,0.370,4.000,0.120,0.300,12
2015-12-08 06:28:00,1.000,17.770,24.050,324.060,-4.810,-6.620,0.270,0.370,5.040,0.400,0.600,12
2015-12-09 06:28:00,1.002,15.990,24.250,325.680,-3.650,1.330,0.370,0.360,5.840,0.150,-0.090,12
2015-12-10 06:28:00,1.003,13.900,24.480,336.700,-5.690,-1.470,0.530,0.360,6.230,0.780,0.360,12
2015-12-11 06:28:00,0.994,14.330,24.660,338.870,9.340,3.910,0.670,0.360,5.810,0.070,-0.030,12
2015-12-14 06:28:00,0.995,14.990,25.370,310.590,-2.700,-3.820,0.680,0.350,6.980,-0.020,-0.120,12
2015-12-15 06:28:00,0.995,19.280,25.510,323.510,-2.790,2.360,0.620,0.340,7.350,0.620,0.270,12
2015-12-16 06:28:00,1.005,21.120,25.660,334.060,6.190,6.960,0.630,0.330,7.990,0.190,-0.090,12
2015-12-17 06:28:00,0.995,22.870,25.800,338.200,-4.940,-6.350,0.700,0.330,8.170,0.140,0.350,12
2015-12-18 06:28:00,1.013,26.750,26.050,350.900,5.060,7.270,0.210,0.330,7.490,0.590,0.220,12
2015-12-21 06:28:00,1.010,19.950,26.550,360.600,12.800,7.750,0.530,0.300,8.070,-0.540,-0.260,12
